length_km,ideal,"tha[1.4 V, 200 ps]","dual_naive[1.4 V, 200 ps]","dual_aware[1.4 V, 200 ps]","tha[1.4 V, 1.6 ns]","dual_naive[1.4 V, 1.6 ns]","dual_aware[1.4 V, 1.6 ns]","tha[2.0 V, 1.6 ns]","dual_naive[2.0 V, 1.6 ns]","dual_aware[2.0 V, 1.6 ns]"
13.0,0.05397556204858431,0.04233075999156643,0.053684803116247744,0.05367780856246611,0.016331280181191527,0.051673642202934536,0.051616698712522446,0.0,0.04840454098716654,0.04826113734691028
14.0,0.051514952343093175,0.040089813844373365,0.05127321584044209,0.051267141769881425,0.014730278301378153,0.049594782435376905,0.04954533830849624,0.0,0.04684857329482021,0.046724061204273803
15.0,0.049167608677486346,0.03795792632689967,0.04896663491750103,0.04896137919132021,0.013233101353883406,0.047566523091845475,0.047523744214398984,0.0,0.04526190578156988,0.045154182395174394
16.0,0.04692824034907966,0.035929910650026584,0.04676115913304187,0.04675662595106041,0.011834749897744,0.04559369363633413,0.04555679842710281,0.0,0.04366147865723281,0.04356857413731305
17.0,0.0447918082437938,0.03400082948511209,0.04465290583977842,0.04464900690440574,0.01053046820705196,0.04367978249713307,0.04364805107732058,0.0,0.04206120052655119,0.041981300918765396
18.0,0.04275351274436852,0.03216598290503115,0.04263803771906493,0.04263469274491292,0.009315732093357475,0.04182716556297356,0.04179994369646249,0.0,0.04047239029166888,0.04040384730355755
19.0,0.04080878220233429,0.030420896889476808,0.04071278369464938,0.04070992046810484,0.00818623727782163,0.040037301198430394,0.04001400063499407,0.0,0.038904162740422014,0.038845494505457136
20.0,0.03895326195195627,0.02876131237261723,0.03887345501568438,0.03887100915501832,0.007137888289527336,0.038310896082446214,0.03829099250874174,0.0,0.03736376388204857,0.03731364972756451
21.0,0.037182803844515826,0.027183174811361274,0.03711645736328657,0.03711437188917162,0.006166787866387734,0.03664804571957763,0.036631075197989284,0.0,0.03585686162558041,0.03581413305186576
22.0,0.035493456281450085,0.025682624252657108,0.035438299696201665,0.035436524491810194,0.005269226835153506,0.03504835305144347,0.03503390758140337,0.0,0.03438779692181416,0.03435142638506745
23.0,0.03388145472530151,0.02425598587867987,0.03383560043365197,0.033834091650467045,0.004441674447273073,0.03351102820566952,0.033498750857673024,0.0,0.03295980002674499,0.03292888865614306
24.0,0.03234321266778509,0.022899761009135346,0.032305091473865,0.03230381092219104,0.0036807691475761297,0.032034972060527925,0.03202455199545852,0.0,0.03157517610312907,0.03154894113678259
25.0,0.030875313034807422,0.02161061854043518,0.030843620463023087,0.03084253501346662,0.0029833097530705746,0.030618845975140883,0.03061001355966888,0.0,0.030235463962226858,0.030213226430954067
26.0,0.02947450000879126,0.020385386802028095,0.02944815165875582,0.029447232671673512,0.002346247019454008,0.029261129736779894,0.02925365189092421,0.0,0.028941571361175852,0.028922744361398765
27.0,0.028137671249249038,0.019221045810767615,0.028115765673163762,0.028114988466324854,0.0017666755732798265,0.027960169507658783,0.027953845366507878,0.0,0.027693889912497972,0.02767796767363845
28.0,0.026861870493172544,0.018114719904822916,0.02684365833078508,0.02684300169071489,0.0012418261880492313,0.026714217312563668,0.026708874245531936,0.0,0.026492392330059723,0.026478940184807526
29.0,0.025644280517438764,0.01706367073927954,0.025629138835532472,0.025628584574617065,0.0007690583828093263,0.025521463394274566,0.025516953398229493,0.0,0.025336714429286346,0.025325359727197076
30.0,0.024482216446047898,0.01606529062619831,0.024469627406010955,0.02446915996517074,0.0003458533220954351,0.02438006257436176,0.024376259038510848,0.0,0.024226224017599086,0.024216647976195417
31.0,0.023373119385726282,0.015117096202617211,0.0233626525099468,0.0233622586051621,0.0,0.023288155590863894,0.023284950419168553,0.0,0.02316007855330459,0.023152009010444067
32.0,0.022314550374043625,0.014216722410602997,0.022305847804460772,0.022305516114506145,0.0,0.022243886239465018,0.022241187308816496,0.0,0.02213727321658909,0.022130478228985482
33.0,0.02130418462483756,0.0133619167741089,0.021296948869069743,0.021296669761279998,0.0,0.021245415019159948,0.021243143947323417,0.0,0.021156680824118736,0.0211509630463769
34.0,0.02033980605643753,0.012550533958089308,0.020333789801872632,0.020333555092523246,0.0,0.02029092987505918,0.020289020070519807,0.0,0.02021708482836711,0.02021227660215533
35.0,0.01941930208874305,0.011780530595895863,0.01941429973566836,0.01941410248152691,0.0,0.019378654537947987,0.019377049503465922,0.0,0.019317206472790543,0.01931316555508944
36.0,0.018540658695919435,0.01104996037167929,0.01853649931961127,0.018536333637288432,0.0,0.018506854880675917,0.018505506743174117,0.0,0.018455727023476774,0.018452332884872257
37.0,0.01770195570199121,0.010356969345050373,0.017698497202593016,0.01769835811250977,0.0,0.01767384364367486,0.01767271188452777,0.0,0.017631305865336493,0.0176284564930005
38.0,0.016901362307277353,0.009699791505908977,0.016898486546972676,0.016898369839000872,0.0,0.016877983824444144,0.016877034186105953,0.0,0.01684259513499279,0.016840204279733064
39.0,0.016137132834127873,0.009076744547873012,0.016134741594964058,0.016134643713029254,0.0,0.01611769097713488,0.01611689452410537,0.0,0.0160882514616609,0.016086246273608506
40.0,0.015407602681033257,0.008486225849344047,0.015405614304871421,0.01540553224807708,0.0,0.01539143462734051,0.015390766941597722,0.0,0.01536694530008889,0.015365264302976961
41.0,0.01471118447462356,0.007926708651702067,0.014709531070066827,0.014709462308156689,0.0,0.014697738972566802,0.01469717946567554,0.0,0.014677368264454854,0.014675959623687087
42.0,0.014046364409680996,0.007396738424716123,0.014044989530279993,0.014044931931501017,0.0,0.0140351830098765,0.014034714335988937,0.0,0.014018238807795277,0.014017058852542744
43.0,0.013411698767710964,0.0068949294096873285,0.013410555481899995,0.013410507251549275,0.0,0.013402400207806068,0.01340200776363576,0.0,0.013388306536459558,0.013387318500744838
44.0,0.012805810605107795,0.00641996133132778,0.01280485989175168,0.01280481951991473,0.0,0.012798077819302351,0.012797749318860957,0.0,0.012786355402385841,0.012785528354394421
45.0,0.012227386602415768,0.005970576269839654,0.012226596017015479,0.012226562234182347,0.0,0.012220955915415723,0.01222068102885713,0.0,0.012211205976254922,0.012210513909069983
46.0,0.011675174066590042,0.005545575685065053,0.011674516632469547,0.011674488371892078,0.0,0.011669826205259292,0.01166959625258397,0.0,0.011661716971070088,0.011661138031512551
47.0,0.011147978078590652,0.00514381758500025,0.011147431365104193,0.011147407730907681,0.0,0.011143530695966283,0.011143338387561878,0.0,0.011136786157386589,0.01113630199278769
48.0,0.010644658779020924,0.004764213831346557,0.010644204135213681,0.010644184375421029,0.0,0.010640960236510068,0.010640799453618115,0.0,0.010635350787611665,0.010634945993101365
49.0,0.010164128784905054,0.00440572757514684,0.01016375070241665,0.010163734186137292,0.0,0.010161052981108185,0.010160918590266797,0.0,0.01015638762678213,0.010156049278121448
50.0,0.009705350731035395,0.0040673708158954075,0.009705036314419787,0.00970502251259795,0.0,0.00970279280115445,0.009702680497510986,0.0,0.009698912670487583,0.009698629929576054
51.0,0.009267334929687523,0.0037482020778637744,0.00926707345604576,0.009267061925214235,0.0,0.009265207669050354,0.00926511384416008,0.0,0.009261980616570645,0.009261744398625378
52.0,0.008849137142783105,0.003447324197672379,0.00884891969564268,0.008848910064224759,0.0,0.008847368032606624,0.008847289662998,0.0,0.008844684145522187,0.008844486838512801
53.0,0.008449856460908095,0.0031638822174552585,0.00844967562581766,0.00844966758259187,0.0,0.008448385194934243,0.008448319748240741,0.0,0.008446153054700615,0.008445988283026328
54.0,0.008068633283878699,0.0028970613782459526,0.008068482895317263,0.008068476179708293,0.0,0.008067409711557966,0.008067355067507855,0.0,0.008065553283410966,0.008065415708976904
55.0,0.007704647397821429,0.0026460852084800035,0.007704522328767855,0.007704516722676996,0.0,0.007703629813903759,0.007703584197859948,0.0,0.007702085859067613,0.007701971013961854
56.0,0.007357116143973446,0.002410213702748371,0.007357012130940294,0.007357007451880812,0.0,0.007356269866180829,0.007356231793266296,0.0,0.007354985789061495,0.007354889934893182
