allocator,operating_point,filter_db,scenario,mean_accepted,mean_utility,mean_fidelity,mean_insecure_admitted,mean_insecure_edges,mean_delta_f,n
utility_per_resource_greedy,"1.4 V, 200 ps",0.0,blind,7.45,23.53953430736975,0.854699686549577,0.0,0.0,0.0005274690408713284,20
utility_per_resource_greedy,"1.4 V, 200 ps",0.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
utility_per_resource_greedy,"1.4 V, 200 ps",10.0,aware,7.45,23.55630324649438,0.8554790504960798,0.0,0.0,5.281334313475595e-05,20
utility_per_resource_greedy,"1.4 V, 200 ps",10.0,blind,7.45,23.55630324649438,0.8554790504960798,0.0,0.0,5.281334313475595e-05,20
utility_per_resource_greedy,"1.4 V, 200 ps",10.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
utility_per_resource_greedy,"1.4 V, 200 ps",20.0,aware,7.45,23.557983189236356,0.8555571297915678,0.0,0.0,5.281999849330548e-06,20
utility_per_resource_greedy,"1.4 V, 200 ps",20.0,blind,7.45,23.557983189236356,0.8555571297915678,0.0,0.0,5.281999849330548e-06,20
utility_per_resource_greedy,"1.4 V, 200 ps",20.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",0.0,aware,2.0,6.395392529021477,0.8378501319501804,0.0,6.15,0.01052100455655508,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",0.0,blind,7.2,22.15336010849868,0.8413637543252518,5.75,6.15,0.01052100455655508,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",0.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",10.0,aware,7.45,23.520066662285267,0.853794923117213,0.0,0.0,0.001078981202899245,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",10.0,blind,7.45,23.520066662285267,0.853794923117213,0.0,0.0,0.001078981202899245,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",10.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",20.0,aware,7.45,23.554346667474068,0.8553881141540474,0.0,0.0,0.00010817638527542536,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",20.0,blind,7.45,23.554346667474068,0.8553881141540474,0.0,0.0,0.00010817638527542536,20
utility_per_resource_greedy,"2.0 V, 1.6 ns",20.0,clean,7.65,23.79065689678275,0.8548956390676719,0.0,0.0,0.0,20
