topology,n_requests,sampler,calibration,n_solver_runs,n_instances,mean_raw_feasible_read_rate,fraction_runs_with_any_feasible,mean_raw_request_conflicts,mean_raw_edge_violations,mean_raw_memory_violations,mean_raw_violation_count,mean_raw_overload_units,mean_raw_gap_on_feasible_runs_pct,mean_repaired_gap_pct,mean_B,mean_D,mean_B_ratio,mean_D_ratio,mean_sample_time_s
grid3x3_c4,16,sqa,conventional,450,90,0.30666666666666664,0.30666666666666664,0.9533333333333334,0.03333333333333333,0.044444444444444446,1.031111111111111,0.08,26.119131504117497,25.684223415846407,4.78370376294898,4.78370376294898,1.0,1.0,6.581318360375654
grid3x3_c4,16,sqa,resource_aware,450,90,0.30666666666666664,0.30666666666666664,0.9533333333333334,0.03333333333333333,0.044444444444444446,1.031111111111111,0.08,26.119131504117497,25.684223415846407,4.78370376294898,4.78370376294898,1.0,1.0,6.5991897243119055
grid3x3_c4,16,sqa,resource_aware_per,450,90,0.35333333333333333,0.35333333333333333,0.9066666666666666,0.04,0.07333333333333333,1.02,0.12444444444444444,23.054207834395623,22.537274487754146,3.184384111046758,3.5259556202726294,0.6682564589780735,0.73743299018285,6.60561258211609
grid3x3_c4,24,sa,conventional,450,90,0.17777777777777778,0.17777777777777778,0.9311111111111111,0.22666666666666666,0.7844444444444445,1.9422222222222223,2.5555555555555554,99.86066722369297,93.75890818558926,5.028740761166288,5.028740761166288,1.0,1.0,0.2078885721377123
grid3x3_c4,24,sa,resource_aware,450,90,0.17777777777777778,0.17777777777777778,0.9311111111111111,0.22666666666666666,0.7844444444444445,1.9422222222222223,2.5555555555555554,99.86066722369297,93.75890818558926,5.028740761166288,5.028740761166288,1.0,1.0,0.20723413230903032
grid3x3_c4,24,sa,resource_aware_per,450,90,0.20666666666666667,0.20666666666666667,0.8866666666666667,0.19555555555555557,0.7066666666666667,1.788888888888889,2.3088888888888888,96.95437481468528,93.93554700566725,3.6741727269644904,4.060945165250703,0.7349143526504964,0.8105139589804715,0.20804739609121398
grid3x3_c4,24,sqa,conventional,450,90,0.4,0.4,0.78,0.04,0.12666666666666668,0.9466666666666667,0.18222222222222223,28.66799839450662,28.022158603515717,5.028740761166288,5.028740761166288,1.0,1.0,6.745271073156295
grid3x3_c4,24,sqa,resource_aware,450,90,0.4,0.4,0.78,0.04,0.12666666666666668,0.9466666666666667,0.18222222222222223,28.66799839450662,28.022158603515717,5.028740761166288,5.028740761166288,1.0,1.0,6.754006577783924
grid3x3_c4,24,sqa,resource_aware_per,450,90,0.3888888888888889,0.3888888888888889,0.7355555555555555,0.057777777777777775,0.11555555555555555,0.9088888888888889,0.18888888888888888,24.56108631532216,24.324590506143306,3.6741727269644904,4.060945165250703,0.7349143526504964,0.8105139589804715,6.785871057495565
grid3x3_c4,8,sa,conventional,450,90,0.2822222222222222,0.2822222222222222,0.58,0.19111111111111112,0.7288888888888889,1.5,2.5644444444444443,99.90565709013961,87.89889497046306,4.290501937054163,4.290501937054163,1.0,1.0,0.10382035185563533
