topology,instance_seed,n_requests,calibration,sampler,reads,sweeps,solver_seed,independent_reads,n_samples,n_distinct_samples,raw_feasible_rate,any_raw_feasible,repaired_gap_pct
chain8_c4,12,24,conventional,sa,10,10000,202,True,10,10,0.4,1.0,44.83985104355546
chain8_c4,12,24,conventional,sa,10,default,101,True,10,8,0.3,1.0,70.5022580893103
chain8_c4,12,24,conventional,sa,10,default,202,True,10,10,0.4,1.0,52.92969356426696
chain8_c4,12,24,conventional,sa,100,default,101,True,100,66,0.42,1.0,67.40021692855159
chain8_c4,12,24,conventional,sa,100,default,202,True,100,68,0.31,1.0,52.92969356426696
chain8_c4,12,24,resource_aware_per,sa,10,10000,101,True,10,8,0.1,1.0,59.933265300262505
chain8_c4,12,24,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,43.58071703945622
chain8_c4,12,24,resource_aware_per,sa,10,default,101,True,10,8,0.1,1.0,59.933265300262505
chain8_c4,12,24,resource_aware_per,sa,10,default,202,True,10,9,0.2,1.0,73.72660799660856
chain8_c4,12,24,resource_aware_per,sa,100,default,101,True,100,61,0.37,1.0,59.933265300262505
chain8_c4,12,24,resource_aware_per,sa,100,default,202,True,100,66,0.33,1.0,59.5589386163337
chain8_c4,13,8,conventional,sa,10,10000,101,True,10,7,0.9,1.0,59.81790680191304
chain8_c4,13,8,conventional,sa,10,10000,202,True,10,8,1.0,1.0,91.71878263296564
chain8_c4,13,8,conventional,sa,10,default,101,True,10,7,0.8,1.0,68.09912416894741
chain8_c4,13,8,conventional,sa,10,default,202,True,10,8,0.9,1.0,77.1209360989332
chain8_c4,13,8,conventional,sa,100,default,101,True,100,33,0.88,1.0,33.51186179892624
chain8_c4,13,8,conventional,sa,100,default,202,True,100,33,0.87,1.0,43.60907430000697
chain8_c4,13,8,resource_aware_per,sa,10,10000,101,True,10,10,1.0,1.0,76.53841384935394
chain8_c4,13,8,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,50.79609487192724
chain8_c4,13,8,resource_aware_per,sa,10,default,101,True,10,10,1.0,1.0,67.51660191936814
chain8_c4,13,8,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,75.50995013105957
chain8_c4,13,8,resource_aware_per,sa,100,default,101,True,100,99,0.95,1.0,15.561700936621063
chain8_c4,13,8,resource_aware_per,sa,100,default,202,True,100,100,0.9,1.0,39.822964047260406
chain8_c4,13,16,conventional,sa,10,10000,101,True,10,9,1.0,1.0,57.362526036239494
chain8_c4,13,16,conventional,sa,10,10000,202,True,10,10,0.7,1.0,60.14659900734624
chain8_c4,13,16,conventional,sa,10,default,101,True,10,9,0.9,1.0,60.1363781647383
chain8_c4,13,16,conventional,sa,10,default,202,True,10,10,0.7,1.0,62.00989185974097
chain8_c4,13,16,conventional,sa,100,default,101,True,100,66,0.79,1.0,50.78715919431578
chain8_c4,13,16,conventional,sa,100,default,202,True,100,78,0.76,1.0,51.77208776256363
chain8_c4,13,16,resource_aware_per,sa,10,10000,101,True,10,10,1.0,1.0,40.157427515795035
chain8_c4,13,16,resource_aware_per,sa,10,10000,202,True,10,10,0.7,1.0,46.86899312406787
chain8_c4,13,16,resource_aware_per,sa,10,default,101,True,10,10,0.9,1.0,32.58094625296519
chain8_c4,13,16,resource_aware_per,sa,10,default,202,True,10,10,0.7,1.0,19.91564617689943
chain8_c4,13,16,resource_aware_per,sa,100,default,101,True,100,100,0.89,1.0,21.47458988095357
chain8_c4,13,16,resource_aware_per,sa,100,default,202,True,100,100,0.81,1.0,19.91564617689943
chain8_c4,13,24,conventional,sa,10,10000,101,True,10,8,0.8,1.0,75.61722929134375
chain8_c4,13,24,conventional,sa,10,10000,202,True,10,9,0.7,1.0,90.97661960683857
chain8_c4,13,24,conventional,sa,10,default,101,True,10,8,0.8,1.0,75.61722929134375
chain8_c4,13,24,conventional,sa,10,default,202,True,10,9,0.7,1.0,90.97661960683857
chain8_c4,13,24,conventional,sa,100,default,101,True,100,72,0.69,1.0,58.36374400645503
chain8_c4,13,24,conventional,sa,100,default,202,True,100,67,0.75,1.0,68.3051495906712
chain8_c4,13,24,resource_aware_per,sa,10,10000,101,True,10,10,0.9,1.0,53.49925746316693
chain8_c4,13,24,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,42.61420860399587
chain8_c4,13,24,resource_aware_per,sa,10,default,101,True,10,10,1.0,1.0,62.63830992630486
chain8_c4,13,24,resource_aware_per,sa,10,default,202,True,10,10,0.8,1.0,43.59376980464139
chain8_c4,13,24,resource_aware_per,sa,100,default,101,True,100,100,0.81,1.0,19.27784450550181
chain8_c4,13,24,resource_aware_per,sa,100,default,202,True,100,100,0.82,1.0,21.813574872458762
chain8_c4,14,8,conventional,sa,10,10000,101,True,10,9,0.9,1.0,31.869869716385526
chain8_c4,14,8,conventional,sa,10,10000,202,True,10,8,1.0,1.0,20.984093353348367
chain8_c4,14,8,conventional,sa,10,default,101,True,10,9,0.9,1.0,31.869869716385526
chain8_c4,14,8,conventional,sa,10,default,202,True,10,6,1.0,1.0,20.984093353348367
chain8_c4,14,8,conventional,sa,100,default,101,True,100,45,0.75,1.0,15.122098177015872
chain8_c4,14,8,conventional,sa,100,default,202,True,100,40,0.86,1.0,0.0
chain8_c4,14,8,resource_aware_per,sa,10,10000,101,True,10,10,1.0,1.0,31.869869716385526
chain8_c4,14,8,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,0.0
chain8_c4,14,8,resource_aware_per,sa,10,default,101,True,10,10,1.0,1.0,31.869869716385526
chain8_c4,14,8,resource_aware_per,sa,10,default,202,True,10,10,1.0,1.0,20.984093353348367
chain8_c4,14,8,resource_aware_per,sa,100,default,101,True,100,100,0.87,1.0,8.210300511221064
chain8_c4,14,8,resource_aware_per,sa,100,default,202,True,100,100,0.98,1.0,0.0
chain8_c4,14,16,conventional,sa,10,10000,101,True,10,7,0.7,1.0,79.1081756760206
chain8_c4,14,16,conventional,sa,10,10000,202,True,10,7,0.5,1.0,94.77637629585577
chain8_c4,14,16,conventional,sa,10,default,101,True,10,7,0.7,1.0,79.1081756760206
chain8_c4,14,16,conventional,sa,10,default,202,True,10,7,0.5,1.0,94.77637629585577
chain8_c4,14,16,conventional,sa,100,default,101,True,100,39,0.66,1.0,38.30521152735456
chain8_c4,14,16,conventional,sa,100,default,202,True,100,41,0.64,1.0,20.739732498333975
chain8_c4,14,16,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,2.0631886582788352
chain8_c4,14,16,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,52.48283377227405
chain8_c4,14,16,resource_aware_per,sa,10,default,101,True,10,10,0.6,1.0,52.48283377227405
chain8_c4,14,16,resource_aware_per,sa,10,default,202,True,10,10,0.8,1.0,53.36469188807888
chain8_c4,14,16,resource_aware_per,sa,100,default,101,True,100,98,0.83,1.0,44.66477607354569
chain8_c4,14,16,resource_aware_per,sa,100,default,202,True,100,98,0.86,1.0,31.171431550878733
chain8_c4,14,24,conventional,sa,10,10000,101,True,10,10,0.5,1.0,77.15540713428415
chain8_c4,14,24,conventional,sa,10,10000,202,True,10,9,0.6,1.0,77.55684484248631
chain8_c4,14,24,conventional,sa,10,default,101,True,10,10,0.5,1.0,77.15540713428415
chain8_c4,14,24,conventional,sa,10,default,202,True,10,8,0.6,1.0,77.55684484248631
chain8_c4,14,24,conventional,sa,100,default,101,True,100,56,0.51,1.0,54.79789251272896
chain8_c4,14,24,conventional,sa,100,default,202,True,100,59,0.54,1.0,57.76802370705792
chain8_c4,14,24,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,77.73501394378053
chain8_c4,14,24,resource_aware_per,sa,10,10000,202,True,10,9,0.6,1.0,77.55684484248631
chain8_c4,14,24,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,81.35392046886714
chain8_c4,14,24,resource_aware_per,sa,10,default,202,True,10,9,0.6,1.0,77.55684484248631
chain8_c4,14,24,resource_aware_per,sa,100,default,101,True,100,57,0.45,1.0,57.556563366722735
chain8_c4,14,24,resource_aware_per,sa,100,default,202,True,100,52,0.55,1.0,53.84831537813285
chain8_c4,15,8,conventional,sa,10,10000,101,True,10,9,0.8,1.0,41.55441560040152
chain8_c4,15,8,conventional,sa,10,10000,202,True,10,10,0.6,1.0,74.74864646035996
chain8_c4,15,8,conventional,sa,10,default,101,True,10,8,0.8,1.0,41.55441560040152
chain8_c4,15,8,conventional,sa,10,default,202,True,10,10,0.6,1.0,62.63239274926428
chain8_c4,15,8,conventional,sa,100,default,101,True,100,84,0.65,1.0,6.031539261436943
chain8_c4,15,8,conventional,sa,100,default,202,True,100,77,0.67,1.0,15.543555910898982
chain8_c4,15,8,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,32.592462626423846
chain8_c4,15,8,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,26.08709501078482
chain8_c4,15,8,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,32.592462626423846
chain8_c4,15,8,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,31.154725876300393
chain8_c4,15,8,resource_aware_per,sa,100,default,101,True,100,100,0.69,1.0,10.003685498920408
chain8_c4,15,8,resource_aware_per,sa,100,default,202,True,100,100,0.75,1.0,6.576383299117104
chain8_c4,15,16,conventional,sa,10,10000,101,True,10,9,0.9,1.0,94.05971292372317
chain8_c4,15,16,conventional,sa,10,10000,202,True,10,10,0.7,1.0,69.34013860296085
chain8_c4,15,16,conventional,sa,10,default,101,True,10,10,0.8,1.0,92.44102386694453
chain8_c4,15,16,conventional,sa,10,default,202,True,10,10,0.6,1.0,63.493580694466
chain8_c4,15,16,conventional,sa,100,default,101,True,100,76,0.76,1.0,47.73334676698423
chain8_c4,15,16,conventional,sa,100,default,202,True,100,73,0.71,1.0,63.493580694466
chain8_c4,15,16,resource_aware_per,sa,10,10000,101,True,10,10,0.9,1.0,47.40568222629129
chain8_c4,15,16,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,60.35062856685803
chain8_c4,15,16,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,78.78409561114621
chain8_c4,15,16,resource_aware_per,sa,10,default,202,True,10,10,0.6,1.0,58.698551930943765
chain8_c4,15,16,resource_aware_per,sa,100,default,101,True,100,99,0.78,1.0,44.05112078266431
chain8_c4,15,16,resource_aware_per,sa,100,default,202,True,100,100,0.85,1.0,10.064505280773385
chain8_c4,15,24,conventional,sa,10,10000,101,True,10,10,0.6,1.0,76.0366921085557
chain8_c4,15,24,conventional,sa,10,10000,202,True,10,10,0.5,1.0,74.98109172739072
chain8_c4,15,24,conventional,sa,10,default,101,True,10,10,0.6,1.0,76.0366921085557
chain8_c4,15,24,conventional,sa,10,default,202,True,10,10,0.5,1.0,74.98109172739072
chain8_c4,15,24,conventional,sa,100,default,101,True,100,72,0.53,1.0,61.99291795295668
chain8_c4,15,24,conventional,sa,100,default,202,True,100,69,0.57,1.0,57.911161348655824
chain8_c4,15,24,resource_aware_per,sa,10,10000,101,True,10,10,0.6,1.0,76.0366921085557
chain8_c4,15,24,resource_aware_per,sa,10,10000,202,True,10,9,0.5,1.0,74.98109172739072
chain8_c4,15,24,resource_aware_per,sa,10,default,101,True,10,10,0.6,1.0,76.0366921085557
chain8_c4,15,24,resource_aware_per,sa,10,default,202,True,10,9,0.5,1.0,74.98109172739072
chain8_c4,15,24,resource_aware_per,sa,100,default,101,True,100,74,0.53,1.0,59.19391840160437
chain8_c4,15,24,resource_aware_per,sa,100,default,202,True,100,68,0.57,1.0,57.911161348655824
chain8_c4,16,8,conventional,sa,10,10000,101,True,10,10,0.9,1.0,37.02928019733687
chain8_c4,16,8,conventional,sa,10,10000,202,True,10,8,1.0,1.0,51.765357696679665
chain8_c4,16,8,conventional,sa,10,default,101,True,10,10,0.7,1.0,37.02928019733687
chain8_c4,16,8,conventional,sa,10,default,202,True,10,10,0.7,1.0,26.897590997030775
chain8_c4,16,8,conventional,sa,100,default,101,True,100,73,0.68,1.0,0.0
chain8_c4,16,8,conventional,sa,100,default,202,True,100,73,0.74,1.0,20.72315711986022
chain8_c4,16,8,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,16.306123077476645
chain8_c4,16,8,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,24.867766699648893
chain8_c4,16,8,resource_aware_per,sa,10,default,101,True,10,10,0.6,1.0,16.306123077476645
chain8_c4,16,8,resource_aware_per,sa,10,default,202,True,10,10,0.8,1.0,26.897590997030775
chain8_c4,16,8,resource_aware_per,sa,100,default,101,True,100,100,0.65,1.0,16.306123077476645
chain8_c4,16,8,resource_aware_per,sa,100,default,202,True,100,100,0.74,1.0,24.867766699648893
chain8_c4,16,16,conventional,sa,10,10000,101,True,10,9,0.7,1.0,70.78540527484316
chain8_c4,16,16,conventional,sa,10,10000,202,True,10,10,0.6,1.0,54.46040141621939
chain8_c4,16,16,conventional,sa,10,default,101,True,10,9,0.7,1.0,70.78540527484316
chain8_c4,16,16,conventional,sa,10,default,202,True,10,10,0.6,1.0,54.46040141621939
chain8_c4,16,16,conventional,sa,100,default,101,True,100,81,0.5,1.0,41.21670566189982
chain8_c4,16,16,conventional,sa,100,default,202,True,100,80,0.37,1.0,41.21670566189982
chain8_c4,16,16,resource_aware_per,sa,10,10000,101,True,10,9,0.8,1.0,61.14078551907832
chain8_c4,16,16,resource_aware_per,sa,10,10000,202,True,10,10,0.9,1.0,54.46040141621939
chain8_c4,16,16,resource_aware_per,sa,10,default,101,True,10,9,0.9,1.0,64.27688677755702
chain8_c4,16,16,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,5.913822503781709
chain8_c4,16,16,resource_aware_per,sa,100,default,101,True,100,99,0.77,1.0,36.52943173089269
chain8_c4,16,16,resource_aware_per,sa,100,default,202,True,100,100,0.68,1.0,5.913822503781709
chain8_c4,16,24,conventional,sa,10,10000,101,True,10,9,0.8,1.0,63.6570524806523
chain8_c4,16,24,conventional,sa,10,10000,202,True,10,10,0.7,1.0,51.036336955117136
chain8_c4,16,24,conventional,sa,10,default,101,True,10,8,0.8,1.0,57.45527017767451
chain8_c4,16,24,conventional,sa,10,default,202,True,10,9,0.7,1.0,51.036336955117136
chain8_c4,16,24,conventional,sa,100,default,101,True,100,67,0.72,1.0,22.381747330650878
chain8_c4,16,24,conventional,sa,100,default,202,True,100,65,0.76,1.0,44.66015789172965
chain8_c4,16,24,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,11.23866506414602
chain8_c4,16,24,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,25.271753730709033
chain8_c4,16,24,resource_aware_per,sa,10,default,101,True,10,10,0.8,1.0,29.712215376595722
chain8_c4,16,24,resource_aware_per,sa,10,default,202,True,10,10,0.6,1.0,33.95156275202435
chain8_c4,16,24,resource_aware_per,sa,100,default,101,True,100,99,0.58,1.0,13.778243207695816
chain8_c4,16,24,resource_aware_per,sa,100,default,202,True,100,100,0.57,1.0,24.448155719329545
chain8_c4,17,8,conventional,sa,10,10000,101,True,10,10,0.6,1.0,5.91092245665345
chain8_c4,17,8,conventional,sa,10,10000,202,True,10,10,0.8,1.0,0.0
chain8_c4,17,8,conventional,sa,10,default,101,True,10,10,0.7,1.0,0.0
chain8_c4,17,8,conventional,sa,10,default,202,True,10,10,0.4,1.0,0.0
chain8_c4,17,8,conventional,sa,100,default,101,True,100,97,0.59,1.0,0.0
chain8_c4,17,8,conventional,sa,100,default,202,True,100,100,0.63,1.0,0.0
chain8_c4,17,8,resource_aware_per,sa,10,10000,101,True,10,10,1.0,1.0,17.73103594024219
chain8_c4,17,8,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,32.55038441047734
chain8_c4,17,8,resource_aware_per,sa,10,default,101,True,10,10,1.0,1.0,17.73103594024219
chain8_c4,17,8,resource_aware_per,sa,10,default,202,True,10,10,1.0,1.0,32.55038441047734
chain8_c4,17,8,resource_aware_per,sa,100,default,101,True,100,100,1.0,1.0,0.0
chain8_c4,17,8,resource_aware_per,sa,100,default,202,True,100,100,1.0,1.0,0.0
chain8_c4,17,16,conventional,sa,10,10000,101,True,10,10,1.0,1.0,25.696561182256822
chain8_c4,17,16,conventional,sa,10,10000,202,True,10,9,0.9,1.0,25.696561182256822
chain8_c4,17,16,conventional,sa,10,default,101,True,10,10,0.4,1.0,21.943644161400016
chain8_c4,17,16,conventional,sa,10,default,202,True,10,7,0.9,1.0,25.696561182256822
chain8_c4,17,16,conventional,sa,100,default,101,True,100,84,0.54,1.0,0.0
chain8_c4,17,16,conventional,sa,100,default,202,True,100,84,0.66,1.0,0.0
chain8_c4,17,16,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,8.100814331074902
chain8_c4,17,16,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,12.666276362027727
chain8_c4,17,16,resource_aware_per,sa,10,default,101,True,10,10,0.6,1.0,0.0
chain8_c4,17,16,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,5.157030938599311
chain8_c4,17,16,resource_aware_per,sa,100,default,101,True,100,100,0.74,1.0,0.0
chain8_c4,17,16,resource_aware_per,sa,100,default,202,True,100,100,0.74,1.0,0.0
chain8_c4,17,24,conventional,sa,10,10000,101,True,10,9,0.5,1.0,51.34382887363859
chain8_c4,17,24,conventional,sa,10,10000,202,True,10,10,0.4,1.0,48.714600623319875
chain8_c4,17,24,conventional,sa,10,default,101,True,10,9,0.5,1.0,48.714600623319875
chain8_c4,17,24,conventional,sa,10,default,202,True,10,9,0.2,1.0,48.714600623319875
chain8_c4,17,24,conventional,sa,100,default,101,True,100,75,0.3,1.0,32.54966440938973
chain8_c4,17,24,conventional,sa,100,default,202,True,100,68,0.29,1.0,41.546695477210896
chain8_c4,17,24,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,25.520771781612254
chain8_c4,17,24,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,10.629135583873794
chain8_c4,17,24,resource_aware_per,sa,10,default,101,True,10,10,0.9,1.0,17.99644954373465
chain8_c4,17,24,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,66.25435014866237
chain8_c4,17,24,resource_aware_per,sa,100,default,101,True,100,99,0.64,1.0,12.987431988911496
chain8_c4,17,24,resource_aware_per,sa,100,default,202,True,100,99,0.66,1.0,15.367221293415923
chain8_c4,18,8,conventional,sa,10,10000,101,True,10,10,0.8,1.0,8.81280555862531
chain8_c4,18,8,conventional,sa,10,10000,202,True,10,10,0.6,1.0,16.315822623523097
chain8_c4,18,8,conventional,sa,10,default,101,True,10,9,0.7,1.0,39.017312958407224
chain8_c4,18,8,conventional,sa,10,default,202,True,10,10,0.4,1.0,34.65896268788403
chain8_c4,18,8,conventional,sa,100,default,101,True,100,74,0.56,1.0,0.0
chain8_c4,18,8,conventional,sa,100,default,202,True,100,73,0.53,1.0,0.0
chain8_c4,18,8,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,39.017312958407224
chain8_c4,18,8,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,27.155945622986238
chain8_c4,18,8,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,39.017312958407224
chain8_c4,18,8,resource_aware_per,sa,10,default,202,True,10,10,0.6,1.0,27.155945622986238
chain8_c4,18,8,resource_aware_per,sa,100,default,101,True,100,100,0.62,1.0,0.0
chain8_c4,18,8,resource_aware_per,sa,100,default,202,True,100,100,0.62,1.0,0.0
chain8_c4,18,16,conventional,sa,10,10000,101,True,10,10,0.7,1.0,46.222798622993864
chain8_c4,18,16,conventional,sa,10,10000,202,True,10,10,0.6,1.0,52.68701977344087
chain8_c4,18,16,conventional,sa,10,default,101,True,10,10,0.7,1.0,46.222798622993864
chain8_c4,18,16,conventional,sa,10,default,202,True,10,10,0.5,1.0,56.17127725182892
chain8_c4,18,16,conventional,sa,100,default,101,True,100,100,0.44,1.0,41.50722213359913
chain8_c4,18,16,conventional,sa,100,default,202,True,100,97,0.53,1.0,32.562094506312356
chain8_c4,18,16,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,10.545320409474275
chain8_c4,18,16,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,14.498714200266244
chain8_c4,18,16,resource_aware_per,sa,10,default,101,True,10,10,0.5,1.0,9.909400106439787
chain8_c4,18,16,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,28.723481255566305
chain8_c4,18,16,resource_aware_per,sa,100,default,101,True,100,100,0.57,1.0,9.909400106439787
chain8_c4,18,16,resource_aware_per,sa,100,default,202,True,100,100,0.63,1.0,7.334470452002075
chain8_c4,18,24,conventional,sa,10,10000,101,True,10,10,0.6,1.0,46.042538424730566
chain8_c4,18,24,conventional,sa,10,10000,202,True,10,10,0.3,1.0,70.88848301857493
chain8_c4,18,24,conventional,sa,10,default,101,True,10,10,0.6,1.0,50.930267717757545
chain8_c4,18,24,conventional,sa,10,default,202,True,10,10,0.2,1.0,70.88848301857493
chain8_c4,18,24,conventional,sa,100,default,101,True,100,85,0.51,1.0,40.52781946505679
chain8_c4,18,24,conventional,sa,100,default,202,True,100,88,0.51,1.0,39.73053893317682
chain8_c4,18,24,resource_aware_per,sa,10,10000,101,True,10,10,0.5,1.0,29.4677415043172
chain8_c4,18,24,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,17.018809895758256
chain8_c4,18,24,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,31.439700749876398
chain8_c4,18,24,resource_aware_per,sa,10,default,202,True,10,10,0.4,1.0,38.049336213046
chain8_c4,18,24,resource_aware_per,sa,100,default,101,True,100,100,0.61,1.0,31.439700749876398
chain8_c4,18,24,resource_aware_per,sa,100,default,202,True,100,100,0.63,1.0,9.785057924253497
chain8_c4,19,8,conventional,sa,10,10000,101,True,10,10,0.6,1.0,0.0
chain8_c4,19,8,conventional,sa,10,10000,202,True,10,6,0.8,1.0,92.26337954178405
chain8_c4,19,8,conventional,sa,10,default,101,True,10,10,0.6,1.0,0.0
chain8_c4,19,8,conventional,sa,10,default,202,True,10,6,0.8,1.0,92.26337954178405
chain8_c4,19,8,conventional,sa,100,default,101,True,100,53,0.74,1.0,0.0
chain8_c4,19,8,conventional,sa,100,default,202,True,100,45,0.76,1.0,22.964173387975933
chain8_c4,19,8,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,14.908592613370645
chain8_c4,19,8,resource_aware_per,sa,10,10000,202,True,10,10,0.9,1.0,59.45721785398585
chain8_c4,19,8,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,0.0
chain8_c4,19,8,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,59.45721785398585
chain8_c4,19,8,resource_aware_per,sa,100,default,101,True,100,100,0.76,1.0,0.0
chain8_c4,19,8,resource_aware_per,sa,100,default,202,True,100,97,0.84,1.0,21.615516397379974
chain8_c4,19,16,conventional,sa,10,10000,101,True,10,8,0.6,1.0,51.545275394130215
chain8_c4,19,16,conventional,sa,10,10000,202,True,10,8,0.9,1.0,47.89035467193315
chain8_c4,19,16,conventional,sa,10,default,101,True,10,8,0.6,1.0,51.545275394130215
chain8_c4,19,16,conventional,sa,10,default,202,True,10,7,0.9,1.0,47.89035467193315
chain8_c4,19,16,conventional,sa,100,default,101,True,100,73,0.68,1.0,32.564496150260254
chain8_c4,19,16,conventional,sa,100,default,202,True,100,65,0.67,1.0,32.564496150260254
chain8_c4,19,16,resource_aware_per,sa,10,10000,101,True,10,10,0.7,1.0,38.57048034436356
chain8_c4,19,16,resource_aware_per,sa,10,10000,202,True,10,10,0.9,1.0,59.3932274174477
chain8_c4,19,16,resource_aware_per,sa,10,default,101,True,10,10,0.5,1.0,54.34905079012685
chain8_c4,19,16,resource_aware_per,sa,10,default,202,True,10,10,0.7,1.0,38.57048034436356
chain8_c4,19,16,resource_aware_per,sa,100,default,101,True,100,100,0.71,1.0,27.052026130697765
chain8_c4,19,16,resource_aware_per,sa,100,default,202,True,100,97,0.7,1.0,19.589701100493592
chain8_c4,19,24,conventional,sa,10,10000,101,True,10,9,0.6,1.0,72.94011509482416
chain8_c4,19,24,conventional,sa,10,10000,202,True,10,10,1.0,1.0,74.50590336692265
chain8_c4,19,24,conventional,sa,10,default,101,True,10,9,0.8,1.0,72.94011509482416
chain8_c4,19,24,conventional,sa,10,default,202,True,10,9,0.7,1.0,74.50590336692265
chain8_c4,19,24,conventional,sa,100,default,101,True,100,55,0.7,1.0,62.34016419370084
chain8_c4,19,24,conventional,sa,100,default,202,True,100,61,0.63,1.0,62.34016419370084
chain8_c4,19,24,resource_aware_per,sa,10,10000,101,True,10,10,0.9,1.0,16.51516565259938
chain8_c4,19,24,resource_aware_per,sa,10,10000,202,True,10,10,0.8,1.0,67.91398888416035
chain8_c4,19,24,resource_aware_per,sa,10,default,101,True,10,10,0.7,1.0,28.913589767541936
chain8_c4,19,24,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,62.34016419370084
chain8_c4,19,24,resource_aware_per,sa,100,default,101,True,100,95,0.7,1.0,28.913589767541936
chain8_c4,19,24,resource_aware_per,sa,100,default,202,True,100,95,0.67,1.0,18.19859801081557
chain8_c4,20,8,conventional,sa,10,10000,101,True,10,10,0.6,1.0,60.21594281842002
chain8_c4,20,8,conventional,sa,10,10000,202,True,10,10,0.8,1.0,9.66806934753136
chain8_c4,20,8,conventional,sa,10,default,101,True,10,10,0.5,1.0,60.21594281842002
chain8_c4,20,8,conventional,sa,10,default,202,True,10,10,0.7,1.0,0.0
chain8_c4,20,8,conventional,sa,100,default,101,True,100,75,0.67,1.0,0.0
chain8_c4,20,8,conventional,sa,100,default,202,True,100,71,0.66,1.0,0.0
chain8_c4,20,8,resource_aware_per,sa,10,10000,101,True,10,10,0.8,1.0,76.59884690150912
chain8_c4,20,8,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,22.728221757297064
chain8_c4,20,8,resource_aware_per,sa,10,default,101,True,10,10,0.8,1.0,76.59884690150912
chain8_c4,20,8,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,42.88560176728417
chain8_c4,20,8,resource_aware_per,sa,100,default,101,True,100,100,0.82,1.0,0.0
chain8_c4,20,8,resource_aware_per,sa,100,default,202,True,100,100,0.88,1.0,17.33034105113584
chain8_c4,20,16,conventional,sa,10,10000,101,True,10,9,0.9,1.0,61.61244185633209
chain8_c4,20,16,conventional,sa,10,10000,202,True,10,10,0.9,1.0,84.62517416751567
chain8_c4,20,16,conventional,sa,10,default,101,True,10,9,0.8,1.0,61.61244185633209
chain8_c4,20,16,conventional,sa,10,default,202,True,10,9,0.7,1.0,58.39015439721134
chain8_c4,20,16,conventional,sa,100,default,101,True,100,60,0.68,1.0,46.1995008815973
chain8_c4,20,16,conventional,sa,100,default,202,True,100,60,0.62,1.0,45.493389619265436
chain8_c4,20,16,resource_aware_per,sa,10,10000,101,True,10,10,0.9,1.0,40.37315864022382
chain8_c4,20,16,resource_aware_per,sa,10,10000,202,True,10,10,1.0,1.0,41.426392089084906
chain8_c4,20,16,resource_aware_per,sa,10,default,101,True,10,10,0.8,1.0,34.523167457933766
chain8_c4,20,16,resource_aware_per,sa,10,default,202,True,10,10,0.9,1.0,28.894668000019347
chain8_c4,20,16,resource_aware_per,sa,100,default,101,True,100,99,0.78,1.0,17.539986958340673
chain8_c4,20,16,resource_aware_per,sa,100,default,202,True,100,100,0.79,1.0,27.12605570776565
chain8_c4,20,24,conventional,sa,10,10000,101,True,10,9,0.4,1.0,80.23964024439557
chain8_c4,20,24,conventional,sa,10,10000,202,True,10,8,0.3,1.0,76.1442682856662
chain8_c4,20,24,conventional,sa,10,default,101,True,10,9,0.2,1.0,80.23964024439557
