topology,instance_seed,n_requests,calibration,sampler,reads,sweeps,solver_seed,independent_reads,n_samples,n_distinct_samples,raw_feasible_rate,any_raw_feasible,repaired_gap_pct
grid3x3_c4,43,24,conventional,sa,100,default,202,True,100,41,0.04,1.0,38.547895146288916
grid3x3_c4,43,24,resource_aware_per,sa,10,10000,101,True,10,8,0.1,1.0,65.43652665547823
grid3x3_c4,43,24,resource_aware_per,sa,10,10000,202,True,10,8,0.0,0.0,79.74091418994705
grid3x3_c4,43,24,resource_aware_per,sa,10,default,101,True,10,8,0.1,1.0,65.43652665547823
grid3x3_c4,43,24,resource_aware_per,sa,10,default,202,True,10,8,0.0,0.0,79.74091418994705
grid3x3_c4,43,24,resource_aware_per,sa,100,default,101,True,100,46,0.06,1.0,50.509011277369765
grid3x3_c4,43,24,resource_aware_per,sa,100,default,202,True,100,41,0.04,1.0,45.260178677405044
grid3x3_c4,44,8,conventional,sa,10,10000,101,True,10,6,0.0,0.0,66.84091229485813
grid3x3_c4,44,8,conventional,sa,10,10000,202,True,10,8,0.2,1.0,48.60754399908575
grid3x3_c4,44,8,conventional,sa,10,default,101,True,10,6,0.0,0.0,66.84091229485813
grid3x3_c4,44,8,conventional,sa,10,default,202,True,10,8,0.2,1.0,48.60754399908575
grid3x3_c4,44,8,conventional,sa,100,default,101,True,100,28,0.17,1.0,48.60754399908575
grid3x3_c4,44,8,conventional,sa,100,default,202,True,100,36,0.12,1.0,48.60754399908575
grid3x3_c4,44,8,resource_aware_per,sa,10,10000,101,True,10,9,0.4,1.0,30.961333929208642
grid3x3_c4,44,8,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,32.54094849967577
grid3x3_c4,44,8,resource_aware_per,sa,10,default,101,True,10,10,0.3,1.0,72.66250998182788
grid3x3_c4,44,8,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,28.758275771939278
grid3x3_c4,44,8,resource_aware_per,sa,100,default,101,True,100,95,0.21,1.0,8.503712014144101
grid3x3_c4,44,8,resource_aware_per,sa,100,default,202,True,100,97,0.23,1.0,12.29265807757358
grid3x3_c4,44,16,conventional,sa,10,10000,101,True,10,7,0.6,1.0,82.138240796025
grid3x3_c4,44,16,conventional,sa,10,10000,202,True,10,10,0.3,1.0,87.32269641367813
grid3x3_c4,44,16,conventional,sa,10,default,101,True,10,7,0.6,1.0,88.00364754536298
grid3x3_c4,44,16,conventional,sa,10,default,202,True,10,9,0.3,1.0,87.32269641367813
grid3x3_c4,44,16,conventional,sa,100,default,101,True,100,41,0.62,1.0,59.113231661535096
grid3x3_c4,44,16,conventional,sa,100,default,202,True,100,39,0.63,1.0,59.113231661535096
grid3x3_c4,44,16,resource_aware_per,sa,10,10000,101,True,10,5,0.8,1.0,89.36670098365835
grid3x3_c4,44,16,resource_aware_per,sa,10,10000,202,True,10,8,0.3,1.0,86.36404965633906
grid3x3_c4,44,16,resource_aware_per,sa,10,default,101,True,10,5,0.8,1.0,89.36670098365835
grid3x3_c4,44,16,resource_aware_per,sa,10,default,202,True,10,8,0.3,1.0,86.36404965633906
grid3x3_c4,44,16,resource_aware_per,sa,100,default,101,True,100,31,0.62,1.0,82.11083302272709
grid3x3_c4,44,16,resource_aware_per,sa,100,default,202,True,100,32,0.57,1.0,84.80577746665972
grid3x3_c4,44,24,conventional,sa,10,10000,101,True,10,7,0.8,1.0,77.06210067616551
grid3x3_c4,44,24,conventional,sa,10,10000,202,True,10,8,0.6,1.0,66.09320504365412
grid3x3_c4,44,24,conventional,sa,10,default,101,True,10,6,0.7,1.0,79.56519479575007
grid3x3_c4,44,24,conventional,sa,10,default,202,True,10,8,0.7,1.0,84.77581537654
grid3x3_c4,44,24,conventional,sa,100,default,101,True,100,28,0.7,1.0,60.56052985414401
grid3x3_c4,44,24,conventional,sa,100,default,202,True,100,30,0.71,1.0,66.09320504365412
grid3x3_c4,44,24,resource_aware_per,sa,10,10000,101,True,10,7,0.8,1.0,85.40903561890144
grid3x3_c4,44,24,resource_aware_per,sa,10,10000,202,True,10,8,0.6,1.0,78.422288476427
grid3x3_c4,44,24,resource_aware_per,sa,10,default,101,True,10,6,0.8,1.0,85.40903561890144
grid3x3_c4,44,24,resource_aware_per,sa,10,default,202,True,10,8,0.6,1.0,78.422288476427
grid3x3_c4,44,24,resource_aware_per,sa,100,default,101,True,100,25,0.66,1.0,59.944442149945914
grid3x3_c4,44,24,resource_aware_per,sa,100,default,202,True,100,32,0.65,1.0,53.35320168048593
grid3x3_c4,45,8,conventional,sa,10,10000,101,True,10,10,0.1,1.0,43.2352204122258
grid3x3_c4,45,8,conventional,sa,10,10000,202,True,10,9,0.0,0.0,53.32477478818663
grid3x3_c4,45,8,conventional,sa,10,default,101,True,10,10,0.1,1.0,43.2352204122258
grid3x3_c4,45,8,conventional,sa,10,default,202,True,10,9,0.0,0.0,92.16203926811433
grid3x3_c4,45,8,conventional,sa,100,default,101,True,100,53,0.05,1.0,43.2352204122258
grid3x3_c4,45,8,conventional,sa,100,default,202,True,100,48,0.02,1.0,37.472070411355915
grid3x3_c4,45,8,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,36.06723412010305
grid3x3_c4,45,8,resource_aware_per,sa,10,10000,202,True,10,10,0.6,1.0,8.43503561143037
grid3x3_c4,45,8,resource_aware_per,sa,10,default,101,True,10,10,0.5,1.0,15.30808594144503
grid3x3_c4,45,8,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,7.167833800346967
grid3x3_c4,45,8,resource_aware_per,sa,100,default,101,True,100,88,0.34,1.0,0.0
grid3x3_c4,45,8,resource_aware_per,sa,100,default,202,True,100,92,0.32,1.0,5.468214038761779
grid3x3_c4,45,16,conventional,sa,10,10000,101,True,10,10,0.3,1.0,53.61836209016595
grid3x3_c4,45,16,conventional,sa,10,10000,202,True,10,10,0.2,1.0,38.05682625418289
grid3x3_c4,45,16,conventional,sa,10,default,101,True,10,10,0.3,1.0,56.071535215890016
grid3x3_c4,45,16,conventional,sa,10,default,202,True,10,10,0.2,1.0,67.53284738287229
grid3x3_c4,45,16,conventional,sa,100,default,101,True,100,72,0.38,1.0,20.925339397012017
grid3x3_c4,45,16,conventional,sa,100,default,202,True,100,64,0.35,1.0,58.63299333684031
grid3x3_c4,45,16,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,92.10700872426729
grid3x3_c4,45,16,resource_aware_per,sa,10,10000,202,True,10,9,0.2,1.0,86.3189564566322
grid3x3_c4,45,16,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,92.10700872426729
grid3x3_c4,45,16,resource_aware_per,sa,10,default,202,True,10,9,0.2,1.0,86.3189564566322
grid3x3_c4,45,16,resource_aware_per,sa,100,default,101,True,100,62,0.36,1.0,79.21052466662836
grid3x3_c4,45,16,resource_aware_per,sa,100,default,202,True,100,57,0.32,1.0,59.33705169312356
grid3x3_c4,45,24,conventional,sa,10,10000,101,True,10,8,0.2,1.0,92.12638165484833
grid3x3_c4,45,24,conventional,sa,10,10000,202,True,10,10,0.0,0.0,83.50463569068869
grid3x3_c4,45,24,conventional,sa,10,default,101,True,10,8,0.2,1.0,92.12638165484833
grid3x3_c4,45,24,conventional,sa,10,default,202,True,10,10,0.0,0.0,83.50463569068869
grid3x3_c4,45,24,conventional,sa,100,default,101,True,100,57,0.09,1.0,60.743118214199214
grid3x3_c4,45,24,conventional,sa,100,default,202,True,100,60,0.05,1.0,73.69946332329387
grid3x3_c4,45,24,resource_aware_per,sa,10,10000,101,True,10,8,0.2,1.0,92.12638165484833
grid3x3_c4,45,24,resource_aware_per,sa,10,10000,202,True,10,10,0.1,1.0,78.36839691169774
grid3x3_c4,45,24,resource_aware_per,sa,10,default,101,True,10,8,0.2,1.0,92.12638165484833
grid3x3_c4,45,24,resource_aware_per,sa,10,default,202,True,10,10,0.1,1.0,78.36839691169774
grid3x3_c4,45,24,resource_aware_per,sa,100,default,101,True,100,55,0.1,1.0,56.118956205776655
grid3x3_c4,45,24,resource_aware_per,sa,100,default,202,True,100,55,0.05,1.0,75.10813032249081
grid3x3_c4,46,8,conventional,sa,10,10000,101,True,10,10,0.1,1.0,87.8087246685893
grid3x3_c4,46,8,conventional,sa,10,10000,202,True,10,8,0.3,1.0,67.9907705935642
grid3x3_c4,46,8,conventional,sa,10,default,101,True,10,9,0.1,1.0,87.8087246685893
grid3x3_c4,46,8,conventional,sa,10,default,202,True,10,8,0.3,1.0,67.9907705935642
grid3x3_c4,46,8,conventional,sa,100,default,101,True,100,41,0.13,1.0,70.52755718123609
grid3x3_c4,46,8,conventional,sa,100,default,202,True,100,43,0.25,1.0,67.9907705935642
grid3x3_c4,46,8,resource_aware_per,sa,10,10000,101,True,10,8,0.0,0.0,87.8087246685893
grid3x3_c4,46,8,resource_aware_per,sa,10,10000,202,True,10,9,0.2,1.0,68.74876474899182
grid3x3_c4,46,8,resource_aware_per,sa,10,default,101,True,10,7,0.0,0.0,87.8087246685893
grid3x3_c4,46,8,resource_aware_per,sa,10,default,202,True,10,9,0.2,1.0,68.74876474899182
grid3x3_c4,46,8,resource_aware_per,sa,100,default,101,True,100,36,0.12,1.0,68.74876474899182
grid3x3_c4,46,8,resource_aware_per,sa,100,default,202,True,100,43,0.18,1.0,38.08018402635767
grid3x3_c4,46,16,conventional,sa,10,10000,101,True,10,10,0.4,1.0,73.02158418300887
grid3x3_c4,46,16,conventional,sa,10,10000,202,True,10,9,0.4,1.0,60.21695731079662
grid3x3_c4,46,16,conventional,sa,10,default,101,True,10,10,0.3,1.0,75.21977342365984
grid3x3_c4,46,16,conventional,sa,10,default,202,True,10,9,0.4,1.0,74.11192504437145
grid3x3_c4,46,16,conventional,sa,100,default,101,True,100,48,0.23,1.0,68.01180998626054
grid3x3_c4,46,16,conventional,sa,100,default,202,True,100,40,0.19,1.0,72.74252683165292
grid3x3_c4,46,16,resource_aware_per,sa,10,10000,101,True,10,9,0.1,1.0,75.21977342365984
grid3x3_c4,46,16,resource_aware_per,sa,10,10000,202,True,10,8,0.5,1.0,72.74252683165292
grid3x3_c4,46,16,resource_aware_per,sa,10,default,101,True,10,9,0.2,1.0,75.21977342365984
grid3x3_c4,46,16,resource_aware_per,sa,10,default,202,True,10,8,0.5,1.0,72.74252683165292
grid3x3_c4,46,16,resource_aware_per,sa,100,default,101,True,100,50,0.2,1.0,63.73346283218797
grid3x3_c4,46,16,resource_aware_per,sa,100,default,202,True,100,42,0.23,1.0,59.89909740249602
grid3x3_c4,46,24,conventional,sa,10,10000,101,True,10,4,0.4,1.0,83.88880187629819
grid3x3_c4,46,24,conventional,sa,10,10000,202,True,10,5,0.2,1.0,83.90637113095315
grid3x3_c4,46,24,conventional,sa,10,default,101,True,10,4,0.5,1.0,92.56184356091306
grid3x3_c4,46,24,conventional,sa,10,default,202,True,10,5,0.2,1.0,83.90637113095315
grid3x3_c4,46,24,conventional,sa,100,default,101,True,100,18,0.26,1.0,79.27613243742012
grid3x3_c4,46,24,conventional,sa,100,default,202,True,100,21,0.19,1.0,79.50919295031385
grid3x3_c4,46,24,resource_aware_per,sa,10,10000,101,True,10,4,0.4,1.0,91.59872819163931
grid3x3_c4,46,24,resource_aware_per,sa,10,10000,202,True,10,5,0.2,1.0,83.90637113095315
grid3x3_c4,46,24,resource_aware_per,sa,10,default,101,True,10,5,0.3,1.0,88.0616669193317
grid3x3_c4,46,24,resource_aware_per,sa,10,default,202,True,10,5,0.2,1.0,83.90637113095315
grid3x3_c4,46,24,resource_aware_per,sa,100,default,101,True,100,19,0.24,1.0,83.88880187629819
grid3x3_c4,46,24,resource_aware_per,sa,100,default,202,True,100,18,0.23,1.0,79.50919295031385
grid3x3_c4,47,8,conventional,sa,10,10000,101,True,10,10,0.3,1.0,73.42003918563495
grid3x3_c4,47,8,conventional,sa,10,10000,202,True,10,9,0.3,1.0,74.76221080749485
grid3x3_c4,47,8,conventional,sa,10,default,101,True,10,9,0.3,1.0,73.42003918563495
grid3x3_c4,47,8,conventional,sa,10,default,202,True,10,9,0.3,1.0,74.76221080749485
grid3x3_c4,47,8,conventional,sa,100,default,101,True,100,46,0.23,1.0,34.9034424387062
grid3x3_c4,47,8,conventional,sa,100,default,202,True,100,53,0.15,1.0,41.54805834707146
grid3x3_c4,47,8,resource_aware_per,sa,10,10000,101,True,10,10,0.1,1.0,26.609277954593146
grid3x3_c4,47,8,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,34.9034424387062
grid3x3_c4,47,8,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,58.99478327809814
grid3x3_c4,47,8,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,40.56316412418448
grid3x3_c4,47,8,resource_aware_per,sa,100,default,101,True,100,94,0.15,1.0,24.072360859848565
grid3x3_c4,47,8,resource_aware_per,sa,100,default,202,True,100,97,0.14,1.0,20.32845605089373
grid3x3_c4,47,16,conventional,sa,10,10000,101,True,10,10,0.1,1.0,75.55623813733818
grid3x3_c4,47,16,conventional,sa,10,10000,202,True,10,10,0.2,1.0,70.06388017360648
grid3x3_c4,47,16,conventional,sa,10,default,101,True,10,10,0.1,1.0,72.9896671050305
grid3x3_c4,47,16,conventional,sa,10,default,202,True,10,10,0.2,1.0,55.89037361199323
grid3x3_c4,47,16,conventional,sa,100,default,101,True,100,61,0.19,1.0,72.9896671050305
grid3x3_c4,47,16,conventional,sa,100,default,202,True,100,60,0.17,1.0,55.89037361199323
grid3x3_c4,47,16,resource_aware_per,sa,10,10000,101,True,10,10,0.4,1.0,13.632752348399384
grid3x3_c4,47,16,resource_aware_per,sa,10,10000,202,True,10,10,0.3,1.0,27.994763626989215
grid3x3_c4,47,16,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,37.460124993822205
grid3x3_c4,47,16,resource_aware_per,sa,10,default,202,True,10,10,0.3,1.0,26.305442592489737
grid3x3_c4,47,16,resource_aware_per,sa,100,default,101,True,100,100,0.23,1.0,2.700701835474883
grid3x3_c4,47,16,resource_aware_per,sa,100,default,202,True,100,100,0.29,1.0,25.51645932357375
grid3x3_c4,47,24,conventional,sa,10,10000,101,True,10,8,0.6,1.0,82.5358229224126
grid3x3_c4,47,24,conventional,sa,10,10000,202,True,10,7,0.5,1.0,73.90549362235745
grid3x3_c4,47,24,conventional,sa,10,default,101,True,10,8,0.6,1.0,82.71631820631588
grid3x3_c4,47,24,conventional,sa,10,default,202,True,10,7,0.5,1.0,80.55825930765661
grid3x3_c4,47,24,conventional,sa,100,default,101,True,100,57,0.58,1.0,69.88096291180824
grid3x3_c4,47,24,conventional,sa,100,default,202,True,100,60,0.55,1.0,44.54073357199551
grid3x3_c4,47,24,resource_aware_per,sa,10,10000,101,True,10,8,0.5,1.0,73.91150080008431
grid3x3_c4,47,24,resource_aware_per,sa,10,10000,202,True,10,7,0.4,1.0,80.73331897873237
grid3x3_c4,47,24,resource_aware_per,sa,10,default,101,True,10,8,0.5,1.0,80.00216366694045
grid3x3_c4,47,24,resource_aware_per,sa,10,default,202,True,10,7,0.4,1.0,80.73331897873237
grid3x3_c4,47,24,resource_aware_per,sa,100,default,101,True,100,57,0.56,1.0,64.56993811260132
grid3x3_c4,47,24,resource_aware_per,sa,100,default,202,True,100,56,0.54,1.0,69.14311178560328
grid3x3_c4,48,8,conventional,sa,10,10000,101,True,10,9,0.6,1.0,75.82189390001258
grid3x3_c4,48,8,conventional,sa,10,10000,202,True,10,8,0.5,1.0,83.18895448745428
grid3x3_c4,48,8,conventional,sa,10,default,101,True,10,9,0.5,1.0,71.60663567137284
grid3x3_c4,48,8,conventional,sa,10,default,202,True,10,8,0.5,1.0,83.18895448745428
grid3x3_c4,48,8,conventional,sa,100,default,101,True,100,51,0.48,1.0,30.84735209771629
grid3x3_c4,48,8,conventional,sa,100,default,202,True,100,48,0.52,1.0,47.69924580941843
grid3x3_c4,48,8,resource_aware_per,sa,10,10000,101,True,10,10,0.6,1.0,4.21525822863972
grid3x3_c4,48,8,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,40.72352860869801
grid3x3_c4,48,8,resource_aware_per,sa,10,default,101,True,10,10,0.1,1.0,28.738554583152776
grid3x3_c4,48,8,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,26.766635513512806
grid3x3_c4,48,8,resource_aware_per,sa,100,default,101,True,100,98,0.35,1.0,17.294942628111883
grid3x3_c4,48,8,resource_aware_per,sa,100,default,202,True,100,96,0.37,1.0,-1.2512702623046768e-14
grid3x3_c4,48,16,conventional,sa,10,10000,101,True,10,8,0.0,0.0,80.48541305454803
grid3x3_c4,48,16,conventional,sa,10,10000,202,True,10,10,0.1,1.0,91.21954305296087
grid3x3_c4,48,16,conventional,sa,10,default,101,True,10,8,0.0,0.0,68.90358890441405
grid3x3_c4,48,16,conventional,sa,10,default,202,True,10,10,0.1,1.0,89.54235913784682
grid3x3_c4,48,16,conventional,sa,100,default,101,True,100,37,0.13,1.0,40.16268872799555
grid3x3_c4,48,16,conventional,sa,100,default,202,True,100,37,0.14,1.0,40.621932465904116
grid3x3_c4,48,16,resource_aware_per,sa,10,10000,101,True,10,8,0.0,0.0,70.21552978711634
grid3x3_c4,48,16,resource_aware_per,sa,10,10000,202,True,10,10,0.1,1.0,84.12056410883358
grid3x3_c4,48,16,resource_aware_per,sa,10,default,101,True,10,8,0.0,0.0,76.78666517866509
grid3x3_c4,48,16,resource_aware_per,sa,10,default,202,True,10,10,0.1,1.0,89.54235913784682
grid3x3_c4,48,16,resource_aware_per,sa,100,default,101,True,100,34,0.14,1.0,58.68061651787452
grid3x3_c4,48,16,resource_aware_per,sa,100,default,202,True,100,34,0.12,1.0,55.81986123059759
grid3x3_c4,48,24,conventional,sa,10,10000,101,True,10,7,0.3,1.0,65.99076605466207
grid3x3_c4,48,24,conventional,sa,10,10000,202,True,10,9,0.1,1.0,84.14745537302737
grid3x3_c4,48,24,conventional,sa,10,default,101,True,10,7,0.3,1.0,87.22443831366449
grid3x3_c4,48,24,conventional,sa,10,default,202,True,10,8,0.1,1.0,80.8742195637536
grid3x3_c4,48,24,conventional,sa,100,default,101,True,100,41,0.2,1.0,72.05522680672796
grid3x3_c4,48,24,conventional,sa,100,default,202,True,100,46,0.13,1.0,67.23348414582432
grid3x3_c4,48,24,resource_aware_per,sa,10,10000,101,True,10,7,0.1,1.0,94.0414129052531
grid3x3_c4,48,24,resource_aware_per,sa,10,10000,202,True,10,7,0.0,0.0,75.07954029931457
grid3x3_c4,48,24,resource_aware_per,sa,10,default,101,True,10,7,0.1,1.0,94.0414129052531
grid3x3_c4,48,24,resource_aware_per,sa,10,default,202,True,10,7,0.0,0.0,75.80520450566772
grid3x3_c4,48,24,resource_aware_per,sa,100,default,101,True,100,41,0.2,1.0,71.96338515579193
grid3x3_c4,48,24,resource_aware_per,sa,100,default,202,True,100,42,0.17,1.0,68.03253208623306
grid3x3_c4,49,8,conventional,sa,10,10000,101,True,10,9,0.5,1.0,27.23703290199411
grid3x3_c4,49,8,conventional,sa,10,10000,202,True,10,5,0.8,1.0,83.89050308848182
grid3x3_c4,49,8,conventional,sa,10,default,101,True,10,8,0.6,1.0,27.23703290199411
grid3x3_c4,49,8,conventional,sa,10,default,202,True,10,5,0.8,1.0,83.89050308848182
grid3x3_c4,49,8,conventional,sa,100,default,101,True,100,53,0.63,1.0,27.23703290199411
grid3x3_c4,49,8,conventional,sa,100,default,202,True,100,62,0.38,1.0,32.69051541943784
grid3x3_c4,49,8,resource_aware_per,sa,10,10000,101,True,10,10,0.3,1.0,3.9869512596234977
grid3x3_c4,49,8,resource_aware_per,sa,10,10000,202,True,10,10,0.4,1.0,4.720730962859023
grid3x3_c4,49,8,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,15.919077809564287
grid3x3_c4,49,8,resource_aware_per,sa,10,default,202,True,10,10,0.4,1.0,27.116769102470638
grid3x3_c4,49,8,resource_aware_per,sa,100,default,101,True,100,99,0.25,1.0,15.919077809564287
grid3x3_c4,49,8,resource_aware_per,sa,100,default,202,True,100,99,0.24,1.0,26.915599736512466
grid3x3_c4,49,16,conventional,sa,10,10000,101,True,10,10,0.3,1.0,67.68773882017274
grid3x3_c4,49,16,conventional,sa,10,10000,202,True,10,10,0.1,1.0,39.10709933334653
grid3x3_c4,49,16,conventional,sa,10,default,101,True,10,10,0.3,1.0,69.59080779798639
grid3x3_c4,49,16,conventional,sa,10,default,202,True,10,10,0.2,1.0,81.9381696935685
grid3x3_c4,49,16,conventional,sa,100,default,101,True,100,59,0.15,1.0,41.656002977304205
grid3x3_c4,49,16,conventional,sa,100,default,202,True,100,58,0.15,1.0,46.282845283113346
grid3x3_c4,49,16,resource_aware_per,sa,10,10000,101,True,10,9,0.3,1.0,44.04449743714451
grid3x3_c4,49,16,resource_aware_per,sa,10,10000,202,True,10,10,0.2,1.0,81.9381696935685
grid3x3_c4,49,16,resource_aware_per,sa,10,default,101,True,10,9,0.3,1.0,60.277775028388625
grid3x3_c4,49,16,resource_aware_per,sa,10,default,202,True,10,10,0.2,1.0,81.9381696935685
grid3x3_c4,49,16,resource_aware_per,sa,100,default,101,True,100,56,0.12,1.0,60.277775028388625
grid3x3_c4,49,16,resource_aware_per,sa,100,default,202,True,100,61,0.17,1.0,69.59080779798639
grid3x3_c4,49,24,conventional,sa,10,10000,101,True,10,10,0.3,1.0,67.19274246605902
grid3x3_c4,49,24,conventional,sa,10,10000,202,True,10,7,0.5,1.0,42.778562663323285
grid3x3_c4,49,24,conventional,sa,10,default,101,True,10,10,0.2,1.0,66.67199238478149
grid3x3_c4,49,24,conventional,sa,10,default,202,True,10,7,0.5,1.0,42.778562663323285
grid3x3_c4,49,24,conventional,sa,100,default,101,True,100,56,0.41,1.0,42.778562663323285
grid3x3_c4,49,24,conventional,sa,100,default,202,True,100,47,0.47,1.0,42.778562663323285
grid3x3_c4,49,24,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,63.03449611879162
grid3x3_c4,49,24,resource_aware_per,sa,10,10000,202,True,10,7,0.5,1.0,42.778562663323285
grid3x3_c4,49,24,resource_aware_per,sa,10,default,101,True,10,10,0.2,1.0,79.67566599826321
grid3x3_c4,49,24,resource_aware_per,sa,10,default,202,True,10,7,0.5,1.0,42.778562663323285
grid3x3_c4,49,24,resource_aware_per,sa,100,default,101,True,100,52,0.42,1.0,37.973421016718035
grid3x3_c4,49,24,resource_aware_per,sa,100,default,202,True,100,43,0.49,1.0,42.778562663323285
grid3x3_c4,50,8,conventional,sa,10,10000,101,True,10,10,0.1,1.0,54.17215558680982
grid3x3_c4,50,8,conventional,sa,10,10000,202,True,10,9,0.1,1.0,56.32439391345202
grid3x3_c4,50,8,conventional,sa,10,default,101,True,10,10,0.1,1.0,63.68083939456895
grid3x3_c4,50,8,conventional,sa,10,default,202,True,10,9,0.2,1.0,79.94629815922889
grid3x3_c4,50,8,conventional,sa,100,default,101,True,100,55,0.28,1.0,54.17215558680982
grid3x3_c4,50,8,conventional,sa,100,default,202,True,100,63,0.27,1.0,55.3952233570536
grid3x3_c4,50,8,resource_aware_per,sa,10,10000,101,True,10,10,0.0,0.0,63.68083939456895
grid3x3_c4,50,8,resource_aware_per,sa,10,10000,202,True,10,9,0.3,1.0,75.91039008502348
grid3x3_c4,50,8,resource_aware_per,sa,10,default,101,True,10,10,0.0,0.0,63.68083939456895
grid3x3_c4,50,8,resource_aware_per,sa,10,default,202,True,10,9,0.3,1.0,75.91039008502348
grid3x3_c4,50,8,resource_aware_per,sa,100,default,101,True,100,41,0.4,1.0,55.3952233570536
grid3x3_c4,50,8,resource_aware_per,sa,100,default,202,True,100,50,0.4,1.0,67.62477404750813
grid3x3_c4,50,16,conventional,sa,10,10000,101,True,10,8,0.5,1.0,80.2544949269192
grid3x3_c4,50,16,conventional,sa,10,10000,202,True,10,7,0.7,1.0,88.54351725689448
grid3x3_c4,50,16,conventional,sa,10,default,101,True,10,8,0.5,1.0,88.77964596097863
grid3x3_c4,50,16,conventional,sa,10,default,202,True,10,7,0.7,1.0,88.54351725689448
grid3x3_c4,50,16,conventional,sa,100,default,101,True,100,57,0.51,1.0,39.587027895666786
grid3x3_c4,50,16,conventional,sa,100,default,202,True,100,52,0.62,1.0,53.60584692257415
grid3x3_c4,50,16,resource_aware_per,sa,10,10000,101,True,10,7,0.6,1.0,88.77964596097863
grid3x3_c4,50,16,resource_aware_per,sa,10,10000,202,True,10,9,0.7,1.0,91.20052139844535
grid3x3_c4,50,16,resource_aware_per,sa,10,default,101,True,10,7,0.6,1.0,88.77964596097863
grid3x3_c4,50,16,resource_aware_per,sa,10,default,202,True,10,8,0.7,1.0,91.20052139844535
grid3x3_c4,50,16,resource_aware_per,sa,100,default,101,True,100,49,0.63,1.0,51.63416831788994
grid3x3_c4,50,16,resource_aware_per,sa,100,default,202,True,100,46,0.65,1.0,39.13082353021455
grid3x3_c4,50,24,conventional,sa,10,10000,101,True,10,7,0.1,1.0,93.80552425770522
grid3x3_c4,50,24,conventional,sa,10,10000,202,True,10,6,0.1,1.0,93.78929052710541
grid3x3_c4,50,24,conventional,sa,10,default,101,True,10,6,0.1,1.0,93.80552425770522
grid3x3_c4,50,24,conventional,sa,10,default,202,True,10,6,0.1,1.0,93.78929052710541
grid3x3_c4,50,24,conventional,sa,100,default,101,True,100,39,0.13,1.0,74.26331979424677
grid3x3_c4,50,24,conventional,sa,100,default,202,True,100,41,0.18,1.0,77.74961492852397
grid3x3_c4,50,24,resource_aware_per,sa,10,10000,101,True,10,5,0.1,1.0,94.47975924165388
grid3x3_c4,50,24,resource_aware_per,sa,10,10000,202,True,10,6,0.1,1.0,93.78929052710541
grid3x3_c4,50,24,resource_aware_per,sa,10,default,101,True,10,5,0.1,1.0,94.47975924165388
grid3x3_c4,50,24,resource_aware_per,sa,10,default,202,True,10,6,0.1,1.0,93.78929052710541
grid3x3_c4,50,24,resource_aware_per,sa,100,default,101,True,100,37,0.24,1.0,75.78180385483319
grid3x3_c4,50,24,resource_aware_per,sa,100,default,202,True,100,41,0.23,1.0,73.5713848226358
grid3x3_c4,51,8,conventional,sa,10,10000,101,True,10,10,0.7,1.0,0.0
grid3x3_c4,51,8,conventional,sa,10,10000,202,True,10,8,0.6,1.0,43.47686372104212
grid3x3_c4,51,8,conventional,sa,10,default,101,True,10,10,0.7,1.0,8.460010310184447
grid3x3_c4,51,8,conventional,sa,10,default,202,True,10,8,0.7,1.0,43.47686372104212
grid3x3_c4,51,8,conventional,sa,100,default,101,True,100,64,0.71,1.0,8.460010310184447
grid3x3_c4,51,8,conventional,sa,100,default,202,True,100,70,0.69,1.0,13.31723722332938
grid3x3_c4,51,8,resource_aware_per,sa,10,10000,101,True,10,10,0.2,1.0,7.201796716980593
grid3x3_c4,51,8,resource_aware_per,sa,10,10000,202,True,10,10,0.5,1.0,25.759929037788837
grid3x3_c4,51,8,resource_aware_per,sa,10,default,101,True,10,10,0.4,1.0,8.577536010170055
grid3x3_c4,51,8,resource_aware_per,sa,10,default,202,True,10,10,0.5,1.0,25.759929037788837
grid3x3_c4,51,8,resource_aware_per,sa,100,default,101,True,100,100,0.43,1.0,0.8710803000079145
grid3x3_c4,51,8,resource_aware_per,sa,100,default,202,True,100,100,0.46,1.0,19.966200219701133
grid3x3_c4,51,16,conventional,sa,10,10000,101,True,10,9,0.7,1.0,52.13396536450089
grid3x3_c4,51,16,conventional,sa,10,10000,202,True,10,10,0.6,1.0,47.79582048347137
grid3x3_c4,51,16,conventional,sa,10,default,101,True,10,9,0.7,1.0,58.78441249933866
grid3x3_c4,51,16,conventional,sa,10,default,202,True,10,10,0.5,1.0,47.79582048347137
grid3x3_c4,51,16,conventional,sa,100,default,101,True,100,59,0.54,1.0,48.291497836023446
