topology,instance,instance_seed,n_requests,n_bundles,A_conventional,B_conventional,D_conventional,A_resource_aware,B_resource_aware,D_resource_aware,B_ratio,D_ratio,B_per_resource_mean,B_per_resource_min,B_per_resource_max,B_per_resource_n,D_per_resource_mean,D_per_resource_min,D_per_resource_max,D_per_resource_n,B_ratio_per,D_ratio_per,B_tighter,D_tighter,B_n_tightened,D_n_tightened
grid3x3_c4,req24,22,24,124,4.513093419338904,4.513093419338904,4.513093419338904,4.513093419338904,4.513093419338904,4.513093419338904,1.0,1.0,3.8971166238657156,2.053498888088906,4.513093419338904,12,4.0673900917347385,1.1282767396514055,4.513093419338904,9,0.8635133957489808,0.9012421666934044,False,False,5,4
grid3x3_c4,req8,23,8,54,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,1.0,1.0,2.5418542771529995,4.998402999999999e-06,4.998407998403,12,3.1552325010269247,0.02832705951832939,4.998407998403,9,0.5085327724277663,0.6312474896076965,False,False,11,7
grid3x3_c4,req16,23,16,94,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,1.0,1.0,2.980725354861333,0.9616494584029996,4.998407998403,12,3.8276341234029996,1.172244998403,4.998407998403,9,0.5963349442089722,0.7657706462989687,False,False,11,7
grid3x3_c4,req24,23,24,136,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,4.998407998403,1.0,1.0,3.6083625140279985,0.9616494584029996,4.998407998403,12,4.168537005486332,1.172244998403,4.998407998403,9,0.7219023567465634,0.8339729383472072,False,False,11,7
grid3x3_c4,req8,24,8,42,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,1.0,1.0,2.7463987753355337,0.3563084157149413,5.34065534065,12,3.684654181624026,5.34065e-06,5.34065534065,9,0.5142437772442502,0.6899254766692312,False,False,11,7
grid3x3_c4,req16,24,16,93,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,1.0,1.0,3.4177923908655266,1.4252393769431584,5.34065534065,12,3.956927128571462,0.5645727956499998,5.34065534065,9,0.6399574907692048,0.7409066633552639,False,False,11,7
grid3x3_c4,req24,24,24,125,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,5.34065534065,1.0,1.0,3.951680252733333,2.2582751606499993,5.34065534065,12,4.52975429065,2.627772490649999,5.34065534065,9,0.7399242229048959,0.8481645044891987,False,False,11,7
grid3x3_c4,req8,25,8,40,4.3634775634732,4.3634775634732,4.3634775634732,4.3634775634732,4.3634775634732,4.3634775634732,1.0,1.0,2.666938354410482,0.14713310472058538,4.3634775634732,12,3.072808762084311,0.4744960009731999,4.3634775634732,9,0.6111956153356904,0.7042109687481573,False,False,10,7
grid3x3_c4,req16,25,16,88,5.922017922012,5.922017922012,5.922017922012,5.922017922012,5.922017922012,5.922017922012,1.0,1.0,4.411226593678666,3.176150122011999,5.922017922012,12,4.982346582567555,4.2149769670119985,5.922017922012,9,0.7448857216865625,0.841325819708902,False,False,11,7
grid3x3_c4,req24,25,24,128,5.922017922012,5.922017922012,5.922017922012,5.922017922012,5.922017922012,5.922017922012,1.0,1.0,4.411226593678666,3.176150122011999,5.922017922012,12,4.982346582567555,4.2149769670119985,5.922017922012,9,0.7448857216865625,0.841325819708902,False,False,11,7
grid3x3_c4,req8,26,8,37,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,1.0,1.0,2.7102902742020816,4.7268359999999995e-06,4.7268407268359995,12,2.2665763585026664,4.7268359999999995e-06,4.7268407268359995,9,0.5733830333683076,0.47951189589158044,False,False,11,7
grid3x3_c4,req16,26,16,80,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,1.0,1.0,3.292369090461,1.0561319118359993,4.7268407268359995,12,3.596409912113778,1.030216001836,4.7268407268359995,9,0.6965263440693102,0.7608485497926017,False,False,11,7
grid3x3_c4,req24,26,24,120,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,4.7268407268359995,1.0,1.0,3.448016998794333,1.0561319118359993,4.7268407268359995,12,3.803940456558222,1.030216001836,4.7268407268359995,9,0.7294548723037529,0.8047532541051922,False,False,11,7
grid3x3_c4,req8,27,8,42,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,1.0,1.0,3.739890585003332,5.7190825e-06,5.7190882190825,12,3.2481468652324996,5.7190825e-06,5.7190882190825,9,0.6539312634704058,0.5679483758258221,False,False,11,7
grid3x3_c4,req16,27,16,83,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,1.0,1.0,4.4521302914783325,3.301015014082499,5.7190882190825,12,4.3482278497769435,1.2987919690824998,5.7190882190825,9,0.7784685461964386,0.7603008876954376,False,False,11,7
grid3x3_c4,req24,27,24,121,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,5.7190882190825,1.0,1.0,4.472631619290833,3.301015014082499,5.7190882190825,12,4.8034178653324995,3.9647273440824997,5.7190882190825,9,0.7820532658278118,0.8398922487863111,False,False,11,7
grid3x3_c4,req8,28,8,35,3.8789838789800006,3.8789838789800006,3.8789838789800006,3.8789838789800006,3.8789838789800006,3.8789838789800006,1.0,1.0,1.4347112148133332,3.878980000000001e-06,3.8789838789800006,12,1.236266917105,3.878980000000001e-06,3.8789838789800006,9,0.36986779516871776,0.3187089597882224,False,False,11,7
grid3x3_c4,req16,28,16,84,4.879695879691,4.879695879691,4.879695879691,4.879695879691,4.879695879691,4.879695879691,1.0,1.0,2.9484702814717956,1.1771490066257735,4.879695879691,12,3.236895868564188,0.2942909114246934,4.879695879691,9,0.6042323854122039,0.6633396728750973,False,False,11,7
grid3x3_c4,req24,28,24,120,5.679691679686001,5.679691679686001,5.679691679686001,5.679691679686001,5.679691679686001,5.679691679686001,1.0,1.0,3.8660879761443323,1.8055643521859996,5.679691679686001,12,4.363853181352666,2.6792785046859993,5.679691679686001,9,0.6806862404119209,0.7683257168624898,False,False,11,7
grid3x3_c4,req8,29,8,20,4.570033570029,4.570033570029,4.570033570029,4.570033570029,4.570033570029,4.570033570029,1.0,1.0,0.8701575621770461,4.570029e-06,4.570033570029,12,1.3176640402882336,4.570029e-06,4.570033570029,9,0.19040507008168966,0.2883269936854911,False,False,11,7
grid3x3_c4,req16,29,16,48,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,1.0,1.0,2.697519867019999,4.879519999999999e-06,4.879524879519999,12,3.4091338934088884,4.879519999999999e-06,4.879524879519999,9,0.5528242879428367,0.6986610331094871,False,False,11,7
grid3x3_c4,req24,29,24,84,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,4.879524879519999,1.0,1.0,3.7026547414991664,2.4381928795199994,4.879524879519999,12,3.6984475684088887,4.879519999999999e-06,4.879524879519999,9,0.7588146044791554,0.757952394900527,False,False,11,7
grid3x3_c4,req8,30,8,41,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,1.0,1.0,2.0209290822801673,0.3628456960586358,5.4005529005475,12,2.4568581493452255,0.09272871338340623,5.4005529005475,9,0.37420781158819655,0.4549271518285013,False,False,11,7
grid3x3_c4,req16,30,16,66,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,1.0,1.0,2.5653432165474164,1.4835784059219996,5.4005529005475,12,3.4045000394363885,1.4310444005475,5.4005529005475,9,0.47501492232162856,0.6303984244078501,False,False,11,7
grid3x3_c4,req24,30,24,93,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,5.4005529005475,1.0,1.0,2.573575907766208,1.4835784059219996,5.4005529005475,12,3.4411025727697218,1.4310444005475,5.4005529005475,9,0.4765393386861006,0.6371759773746255,False,False,11,7
grid3x3_c4,req8,31,8,33,4.344655344651,4.344655344651,4.344655344651,4.344655344651,4.344655344651,4.344655344651,1.0,1.0,1.8991171748627826,4.344650999999999e-06,4.344655344651,12,2.4571474081232214,4.344650999999999e-06,4.344655344651,9,0.4371157259230965,0.5655563475589341,False,False,11,7
grid3x3_c4,req16,31,16,79,5.031601031596001,5.031601031596001,5.031601031596001,5.031601031596001,5.031601031596001,5.031601031596001,1.0,1.0,3.3441904119924946,0.04991471135393695,5.031601031596001,12,3.932791423262667,0.9855425565959999,5.031601031596001,9,0.6646374366712722,0.7816182957604657,False,False,11,7
grid3x3_c4,req24,31,24,134,6.02294602294,6.02294602294,6.02294602294,6.02294602294,6.02294602294,6.02294602294,1.0,1.0,4.047421999814999,2.795772804189999,6.02294602294,12,4.720386321828888,3.0843479229399997,6.02294602294,9,0.6720003772903343,0.7837337913788427,False,False,11,7
grid3x3_c4,req8,32,8,45,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,1.0,1.0,3.584806052120333,0.5377085270994999,5.0271045270995005,12,3.156510962293944,0.13443090209949998,5.0271045270995005,9,0.7130955866932542,0.6278984145402609,False,False,8,7
grid3x3_c4,req16,32,16,92,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,5.0271045270995005,1.0,1.0,3.6742794021203324,1.0745486270994997,5.0271045270995005,12,3.970984264155055,1.0745486270994997,5.0271045270995005,9,0.7308937744010446,0.7899147994136104,False,False,8,5
grid3x3_c4,req24,32,24,134,5.1467316467265,5.1467316467265,5.1467316467265,5.1467316467265,5.1467316467265,5.1467316467265,1.0,1.0,4.574477191038999,3.6278037134764984,5.1467316467265,12,4.746143570059832,4.335128724226498,5.1467316467265,9,0.8888120665759842,0.9221665118441806,False,False,11,7
grid3x3_c4,req8,33,8,22,2.5249929749904494,2.5249929749904494,2.5249929749904494,2.5249929749904494,2.5249929749904494,2.5249929749904494,1.0,1.0,0.7200199026796582,2.5249904499999994e-06,2.5249929749904494,12,0.6100137398197777,2.5249904499999994e-06,2.5249929749904494,9,0.2851571904600573,0.24159027207673123,False,False,9,8
grid3x3_c4,req16,33,16,63,3.2797364297331493,3.2797364297331493,3.2797364297331493,3.2797364297331493,3.2797364297331493,3.2797364297331493,1.0,1.0,2.244994849966758,1.3574291872331496,3.2797364297331493,12,2.0059000892610803,0.4558578278834249,3.2797364297331493,9,0.6845046539759351,0.6116040518000672,False,False,8,6
grid3x3_c4,req24,33,24,111,4.3119989119946,4.3119989119946,4.3119989119946,4.3119989119946,4.3119989119946,4.3119989119946,1.0,1.0,3.061830204719783,1.3574302194945997,4.3119989119946,12,3.354787410616944,1.3574302194945997,4.3119989119946,9,0.7100721190357335,0.7780121189931194,False,False,10,6
grid3x3_c4,req8,34,8,36,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,1.0,1.0,2.888342141538699,4.4665387e-06,4.4665431665387,12,3.3351351623720333,0.7225941040386998,4.4665431665387,9,0.6466616427614175,0.7466926967945461,False,False,10,7
grid3x3_c4,req16,34,16,64,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,1.0,1.0,3.287564770705366,4.4665387e-06,4.4665431665387,12,3.756265730427589,1.1166391415387,4.4665431665387,9,0.7360423146325549,0.8409782667204059,False,False,10,7
grid3x3_c4,req24,34,24,113,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,4.4665431665387,1.0,1.0,3.6362436415386994,2.553348466538699,4.4665431665387,12,3.756265730427589,1.1166391415387,4.4665431665387,9,0.8141069068311653,0.8409782667204059,False,False,10,7
grid3x3_c4,req8,35,8,52,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,1.0,1.0,3.83701084735328,2.012817929312655,4.435929592175154,12,3.429826125161266,1.1089857249876558,4.435929592175154,9,0.8649846143008336,0.77319219205178,False,False,5,5
grid3x3_c4,req16,35,16,85,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,4.435929592175154,1.0,1.0,3.9479899133949465,2.012817929312655,4.435929592175154,12,3.760261656515433,1.1089857249876558,4.435929592175154,9,0.8900028351124152,0.847682899013641,False,False,5,5
grid3x3_c4,req24,35,24,123,5.641349641344,5.641349641344,5.641349641344,5.641349641344,5.641349641344,5.641349641344,1.0,1.0,4.262778155302333,3.072258712593999,5.641349641344,12,4.642034276066222,3.7503556413439996,5.641349641344,9,0.7556309086147628,0.8228588141472295,False,False,11,7
grid3x3_c4,req8,36,8,49,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,1.0,1.0,3.885168167746999,2.624984719934499,6.2949407949345,12,4.303079196462277,0.7588463511844997,6.2949407949345,9,0.617188992607106,0.6835773896277052,False,False,11,7
grid3x3_c4,req16,36,16,82,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,1.0,1.0,4.037011034413665,3.035366519934499,6.2949407949345,12,4.638710926323387,3.035366519934499,6.2949407949345,9,0.6413104055978133,0.736895084073885,False,False,11,7
grid3x3_c4,req24,36,24,116,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,6.2949407949345,1.0,1.0,4.037011034413665,3.035366519934499,6.2949407949345,12,4.638710926323387,3.035366519934499,6.2949407949345,9,0.6413104055978133,0.736895084073885,False,False,11,7
grid3x3_c4,req8,37,8,35,3.8088073088035004,3.8088073088035004,3.8088073088035004,3.8088073088035004,3.8088073088035004,3.8088073088035004,1.0,1.0,1.3532568001878749,0.04559248496599984,3.8088073088035004,12,1.5824048843882224,3.8088035000000003e-06,3.8088073088035004,9,0.3552967347704936,0.41545942235794525,False,False,11,7
grid3x3_c4,req16,37,16,88,6.2555062555,6.2555062555,6.2555062555,6.2555062555,6.2555062555,6.2555062555,1.0,1.0,3.7203895894583323,2.658567315499999,6.2555062555,12,4.044847429955586,1.0195289606002798,6.2555062555,9,0.5947383692866218,0.6466059284009592,False,False,11,7
grid3x3_c4,req24,37,24,131,6.2555062555,6.2555062555,6.2555062555,6.2555062555,6.2555062555,6.2555062555,1.0,1.0,4.316846887374999,2.9225187829999992,6.2555062555,12,4.56051702828892,1.0195289606002798,6.2555062555,9,0.6900875342550441,0.7290404392576855,False,False,11,7
grid3x3_c4,req8,38,8,32,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,1.0,1.0,1.824598474118333,4.184785e-06,4.184789184785,12,1.5284835830766665,4.184785e-06,4.184789184785,9,0.43600726190752537,0.3652474510864028,False,False,11,7
grid3x3_c4,req16,38,16,63,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,1.0,1.0,2.6024895565558332,4.184785e-06,4.184789184785,12,3.0684603625627775,4.184785e-06,4.184789184785,9,0.6218926310596313,0.7332413240119823,False,False,11,7
grid3x3_c4,req24,38,24,113,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,4.184789184785,1.0,1.0,3.2905182497183323,2.0738355993849984,4.184789184785,12,3.7569403625627777,2.9580321847849995,4.184789184785,9,0.786304424051265,0.8977609615849254,False,False,11,7
grid3x3_c4,req8,39,8,31,3.9149319149280006,3.9149319149280006,3.9149319149280006,3.9149319149280006,3.9149319149280006,3.9149319149280006,1.0,1.0,1.4388285201129893,3.914928e-06,3.9149319149280006,12,1.6131231693561017,0.1322877232353749,3.9149319149280006,9,0.3675232549068355,0.41204373521927995,False,False,11,7
grid3x3_c4,req16,39,16,55,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,1.0,1.0,2.212531043527083,4.547875e-06,4.5478795478750005,12,2.9124090177638893,0.617193466625,4.5478795478750005,9,0.48649728301640915,0.6403883363895849,False,False,11,7
grid3x3_c4,req24,39,24,79,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,4.5478795478750005,1.0,1.0,2.6307887300416666,0.838110547875,4.5478795478750005,12,3.410173416875,2.0112817778749994,4.5478795478750005,9,0.5784649092720374,0.7498381126800964,False,False,11,7
grid3x3_c4,req8,40,8,39,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,1.0,1.0,2.676504051910666,2.292328103993999,3.3489973489939993,12,2.020536688021777,0.5730845377439998,3.3489973489939993,9,0.7991956317059067,0.6033258547155087,False,False,11,7
grid3x3_c4,req16,40,16,69,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,3.3489973489939993,1.0,1.0,2.7479250927439995,2.292328103993999,3.3489973489939993,12,2.1990897819106663,0.5730845377439998,3.3489973489939993,9,0.8205217282627725,0.656641242959254,False,False,11,7
grid3x3_c4,req24,40,24,116,4.11265602515191,4.11265602515191,4.11265602515191,4.11265602515191,4.11265602515191,4.11265602515191,1.0,1.0,3.593151078276911,2.865844152651912,4.11265602515191,12,3.697052067651911,2.865844152651912,4.11265602515191,9,0.8736814010950964,0.8989451208760771,False,False,5,3
grid3x3_c4,req8,41,8,41,4.31161431161,4.31161431161,4.31161431161,4.31161431161,4.31161431161,4.31161431161,1.0,1.0,2.3796644227558326,0.8167352491099996,4.31161431161,12,2.1326069422191463,4.311609999999999e-06,4.31161431161,9,0.5519195945583645,0.4946191352219558,False,False,11,7
grid3x3_c4,req16,41,16,75,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,1.0,1.0,3.2328823522771657,0.8167358471729996,4.909677909672999,12,3.8619038246035546,0.20418764404799988,4.909677909672999,9,0.6584713726144382,0.7865900565482858,False,False,11,7
grid3x3_c4,req24,41,24,103,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,4.909677909672999,1.0,1.0,3.2328823522771657,0.8167358471729996,4.909677909672999,12,3.8619038246035546,0.20418764404799988,4.909677909672999,9,0.6584713726144382,0.7865900565482858,False,False,11,7
grid3x3_c4,req8,42,8,37,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,1.0,1.0,2.807303628657317,4.522975499999999e-06,4.522980022975499,11,1.989010208044944,4.522975499999999e-06,4.522980022975499,9,0.6206756639200226,0.4397565759612727,False,False,10,8
grid3x3_c4,req16,42,16,71,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,4.522980022975499,1.0,1.0,2.9637562596578317,0.046920236819496426,4.522980022975499,12,3.3138578283574436,0.9365891339129996,4.522980022975499,9,0.6552662723697125,0.7326713387023497,False,False,11,7
grid3x3_c4,req24,42,24,113,4.809276909272099,4.809276909272099,4.809276909272099,4.809276909272099,4.809276909272099,4.809276909272099,1.0,1.0,4.101553151772099,1.5443408092720996,4.809276909272099,12,4.503275877605432,3.8961988092720996,4.809276909272099,9,0.8528419613070031,0.9363727567700024,False,False,8,5
grid3x3_c4,req8,43,8,44,2.852469852467,2.852469852467,2.852469852467,2.852469852467,2.852469852467,2.852469852467,1.0,1.0,0.7241272050097379,2.852467e-06,2.852469852467,12,0.7457850562710165,2.852467e-06,2.852469852467,9,0.25385972243789573,0.26145238857687264,False,False,11,7
grid3x3_c4,req16,43,16,98,4.344790538536191,4.344790538536191,4.344790538536191,4.344790538536191,4.344790538536191,4.344790538536191,1.0,1.0,4.017195472911192,2.8009582447861923,4.344790538536191,12,3.8328865237792473,1.086200893223693,4.344790538536191,9,0.9246004927695848,0.882179817365969,False,False,5,4
grid3x3_c4,req24,43,24,127,4.865844865840001,4.865844865840001,4.865844865840001,4.865844865840001,4.865844865840001,4.865844865840001,1.0,1.0,4.137662777819165,2.800958765839998,4.865844865840001,12,4.450321606117776,4.252458365839999,4.865844865840001,9,0.8503482728902974,0.9146040880507004,False,False,11,7
grid3x3_c4,req8,44,8,53,1.5303647803632492,1.5303647803632492,1.5303647803632492,1.5303647803632492,1.5303647803632492,1.5303647803632492,1.0,1.0,0.9831607482177914,1.5303632499999992e-06,1.5303647803632492,12,0.9667384806225505,1.5303632499999992e-06,1.5303647803632492,9,0.6424355557793399,0.6317046060045137,False,False,8,6
grid3x3_c4,req16,44,16,90,6.003813003807,6.003813003807,6.003813003807,6.003813003807,6.003813003807,6.003813003807,1.0,1.0,2.650433752977957,0.0670406551888253,6.003813003807,12,3.7031929128347776,1.5953791950569993,6.003813003807,9,0.4414584117289004,0.6168068376690936,False,False,11,7
grid3x3_c4,req24,44,24,134,6.003813003807,6.003813003807,6.003813003807,6.003813003807,6.003813003807,6.003813003807,1.0,1.0,3.598822241036166,1.9455745038069994,6.003813003807,12,4.271135852237555,2.4166693788069997,6.003813003807,9,0.5994227732866035,0.7114038777572254,False,False,11,7
grid3x3_c4,req8,45,8,44,4.923300923296,4.923300923296,4.923300923296,4.923300923296,4.923300923296,4.923300923296,1.0,1.0,1.5271022962126661,4.923296e-06,4.923300923296,12,1.7145277601015552,4.923296e-06,4.923300923296,9,0.3101785407807893,0.3482476059890589,False,False,11,7
grid3x3_c4,req16,45,16,79,4.923300923296,4.923300923296,4.923300923296,4.923300923296,4.923300923296,4.923300923296,1.0,1.0,2.378786051803609,0.376702423296,4.923300923296,12,3.088628946078005,0.09417929829600001,4.923300923296,9,0.48316893256467536,0.6273492102551111,False,False,11,7
grid3x3_c4,req24,45,24,143,5.2567368567316,5.2567368567316,5.2567368567316,5.2567368567316,5.2567368567316,5.2567368567316,1.0,1.0,4.21283614898785,2.6282140602690984,5.2567368567316,12,4.5126755571246555,2.6282140602690984,5.2567368567316,9,0.8014165943256287,0.8584556693846821,False,False,8,5
grid3x3_c4,req8,46,8,49,3.3914061802027864,3.3914061802027864,3.3914061802027864,3.3914061802027864,3.3914061802027864,3.3914061802027864,1.0,1.0,3.1137768004919884,0.05985362367320916,3.3914061802027864,12,1.9025916066694544,0.8478540886027882,3.3914061802027864,9,0.9181373846248645,0.5610037564287538,False,False,1,6
grid3x3_c4,req16,46,16,93,4.337948337944,4.337948337944,4.337948337944,4.337948337944,4.337948337944,4.337948337944,1.0,1.0,3.520728732968998,2.6254878704439992,4.337948337944,12,3.762977006432888,3.3914071267439976,4.337948337944,9,0.8116114943493475,0.8674554681802358,False,False,11,7
grid3x3_c4,req24,46,24,140,5.538303038297499,5.538303038297499,5.538303038297499,5.538303038297499,5.538303038297499,5.538303038297499,1.0,1.0,3.7628200139474988,3.3914083270974977,5.538303038297499,12,4.150584540119721,3.3914083270974977,5.538303038297499,9,0.6794175017017862,0.7494325448460166,False,False,11,7
grid3x3_c4,req8,47,8,34,4.1076586076545,4.1076586076545,4.1076586076545,4.1076586076545,4.1076586076545,4.1076586076545,1.0,1.0,2.0388911924857496,4.107654499999999e-06,4.1076586076545,12,2.5149836221869863,0.5563306826544998,4.1076586076545,9,0.4963633512985564,0.6122669536120624,False,False,11,7
grid3x3_c4,req16,47,16,78,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,1.0,1.0,3.4153272394997494,5.204306000000001e-06,5.204311204306001,12,3.868165671700444,0.5563317793059999,5.204311204306001,9,0.6562496179463553,0.7432617919735388,False,False,11,7
grid3x3_c4,req24,47,24,110,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,5.204311204306001,1.0,1.0,3.9521178936664163,2.350322804305999,5.204311204306001,12,4.387464799478222,3.265644970080998,5.204311204306001,9,0.7593930759552713,0.8430442814119326,False,False,11,7
grid3x3_c4,req8,48,8,40,4.458959458955,4.458959458955,4.458959458955,4.458959458955,4.458959458955,4.458959458955,1.0,1.0,2.5524258219758322,4.458955e-06,4.458959458955,12,2.537901456563461,0.14960848555615197,4.458959458955,9,0.5724263352181312,0.5691689910897378,False,False,11,7
grid3x3_c4,req16,48,16,80,4.458959458955,4.458959458955,4.458959458955,4.458959458955,4.458959458955,4.458959458955,1.0,1.0,3.1771980126008326,2.2275760339549997,4.458959458955,12,3.5407984654827778,1.5593379589549994,4.458959458955,9,0.7125424758505069,0.7940862656581762,False,False,11,7
grid3x3_c4,req24,48,24,124,5.05105690105185,5.05105690105185,5.05105690105185,5.05105690105185,5.05105690105185,5.05105690105185,1.0,1.0,3.6314908542810165,2.22757662605185,5.05105690105185,12,4.176866177024071,2.22757662605185,5.05105690105185,9,0.7189566313388356,0.826929147472931,False,False,10,6
grid3x3_c4,req8,49,8,30,4.892292892288,4.892292892288,4.892292892288,4.892292892288,4.892292892288,4.892292892288,1.0,1.0,2.0288275266795797,4.892288e-06,4.892292892288,12,1.559968023490662,4.892288e-06,4.892292892288,9,0.41469870495238254,0.3188623530593862,False,False,11,7
grid3x3_c4,req16,49,16,61,5.711269711264,5.711269711264,5.711269711264,5.711269711264,5.711269711264,5.711269711264,1.0,1.0,3.844866263972333,3.192591363763999,5.711269711264,12,3.462490625934706,0.7981521243889997,5.711269711264,9,0.673206915160972,0.6062558416924069,False,False,11,7
grid3x3_c4,req24,49,24,96,5.711269711264,5.711269711264,5.711269711264,5.711269711264,5.711269711264,5.711269711264,1.0,1.0,4.175430853972332,3.192591363763999,5.711269711264,12,4.549136731263999,3.805528751263999,5.711269711264,9,0.7310862671635655,0.796519331295457,False,False,11,7
grid3x3_c4,req8,50,8,45,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,1.0,1.0,2.0688399955129997,1.2084724528879993,5.058543058538,12,2.0787340981727223,0.3021219071254998,5.058543058538,9,0.40897941790198533,0.4109353373327833,False,False,11,7
grid3x3_c4,req16,50,16,82,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,1.0,1.0,3.272998434996333,1.9501514510379998,5.058543058538,12,3.9398147913157775,2.522929393538,5.058543058538,9,0.6470239349790733,0.7788437788754233,False,False,11,7
grid3x3_c4,req24,50,24,120,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,5.058543058538,1.0,1.0,3.6366240331213326,2.522929393538,5.058543058538,12,4.150410859926889,3.4706117022879983,5.058543058538,9,0.7189073990352423,0.8204755424433264,False,False,11,7
grid3x3_c4,req8,51,8,30,4.666392166387499,4.666392166387499,4.666392166387499,4.666392166387499,4.666392166387499,4.666392166387499,1.0,1.0,2.463265926593363,4.666387499999999e-06,4.666392166387499,12,1.5942670263918697,4.666387499999999e-06,4.666392166387499,9,0.5278737488753131,0.3416487448002202,False,False,11,7
grid3x3_c4,req16,51,16,52,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,1.0,1.0,3.030536659438394,5.009859999999999e-06,5.009865009859999,12,3.8638070793044443,5.009859999999999e-06,5.009865009859999,9,0.6049138356969588,0.7712397582968845,False,False,11,7
grid3x3_c4,req24,51,24,97,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,5.009865009859999,1.0,1.0,4.243202451109999,3.296741259859999,5.009865009859999,12,4.658667745971111,3.88870003486,5.009865009859999,9,0.8469694178902789,0.9298988569157671,False,False,11,7
grid3x3_c4,req8,52,8,28,3.3885173885140003,3.3885173885140003,3.3885173885140003,3.3885173885140003,2.609684438514,2.609684438514,0.7701552446978737,0.7701552446978737,1.0767935189306663,3.3885140000000002e-06,2.609684438514,12,1.2277499329584445,3.3885140000000002e-06,2.609684438514,9,0.3177771855563306,0.3623265848126167,True,True,12,9
grid3x3_c4,req16,52,16,67,4.072499072495,4.072499072495,4.072499072495,4.072499072495,4.072499072495,4.072499072495,1.0,1.0,2.659577390828333,0.7850978724949994,4.072499072495,12,2.896417939439444,0.652424334995,4.072499072495,9,0.653057826038731,0.7112138978744974,False,False,11,7
