topology,instance,instance_seed,n_requests,n_bundles,A_conventional,B_conventional,D_conventional,A_resource_aware,B_resource_aware,D_resource_aware,B_ratio,D_ratio,B_per_resource_mean,B_per_resource_min,B_per_resource_max,B_per_resource_n,D_per_resource_mean,D_per_resource_min,D_per_resource_max,D_per_resource_n,B_ratio_per,D_ratio_per,B_tighter,D_tighter,B_n_tightened,D_n_tightened
chain8_c4,req24,16,24,30,4.603340603336,4.603340603336,4.603340603336,4.603340603336,4.603340603336,4.603340603336,1.0,1.0,2.295609084114814,0.19325885642633972,4.603340603336,7,1.9845017423811695,4.603336e-06,4.603340603336,8,0.49868330022141016,0.43110034937302244,False,False,6,7
chain8_c4,req8,17,8,9,4.715535715531,4.715535715531,4.715535715531,4.715535715531,4.715530999999999e-06,4.715530999999999e-06,9.999990000009998e-07,9.999990000009998e-07,4.715530999999999e-06,4.715530999999999e-06,4.715530999999999e-06,3,4.715530999999999e-06,4.715530999999999e-06,4.715530999999999e-06,5,9.999990000009998e-07,9.999990000009998e-07,True,True,3,5
chain8_c4,req16,17,16,15,4.715535715531,4.715535715531,4.715535715531,4.715535715531,4.715535715531,4.715535715531,1.0,1.0,3.386001215531,2.4102372155310006,4.715535715531,3,0.9431109155309999,4.715530999999999e-06,4.715535715531,5,0.7180522892402087,0.20000079999919998,False,False,2,4
chain8_c4,req24,17,24,28,5.1494011493960015,5.1494011493960015,5.1494011493960015,5.1494011493960015,5.1494011493960015,5.1494011493960015,1.0,1.0,2.2514951386817144,5.149396000000001e-06,5.1494011493960015,7,2.6137333900210002,5.149396000000001e-06,5.1494011493960015,8,0.43723436441649205,0.5075800688644305,False,False,6,6
chain8_c4,req8,18,8,10,4.1599276599235,4.1599276599235,4.1599276599235,4.1599276599235,4.1599276599235,4.1599276599235,1.0,1.0,1.3866453265901668,4.159923500000001e-06,4.1599276599235,3,1.6639735599235004,4.159923500000001e-06,4.1599276599235,5,0.33333399999933333,0.4000005999994001,False,False,2,3
chain8_c4,req16,18,16,28,4.98991498991,4.98991498991,4.98991498991,4.98991498991,4.98991498991,4.98991498991,1.0,1.0,2.297958254195714,4.98991e-06,4.98991498991,7,2.74815953366,4.98991e-06,4.98991498991,8,0.4605205216606628,0.550742755982215,False,False,6,6
chain8_c4,req24,18,24,41,4.98991498991,4.98991498991,4.98991498991,4.98991498991,4.98991498991,4.98991498991,1.0,1.0,3.7631476799099994,2.98009498991,4.98991498991,7,3.1376985936599997,4.98991e-06,4.98991498991,8,0.7541506593838532,0.6288080257889509,False,False,6,6
chain8_c4,req8,19,8,10,2.277206277204,2.277206277204,2.277206277204,2.277206277204,2.277206277204,2.277206277204,1.0,1.0,0.8785626272039998,2.2772039999999997e-06,2.277206277204,6,1.131835971846857,2.2772039999999997e-06,2.277206277204,7,0.385807221769438,0.4970283031349045,False,False,5,5
chain8_c4,req16,19,16,18,3.14311314311,3.14311314311,3.14311314311,3.14311314311,2.2772071431099996,3.14311314311,0.7245068947332844,1.0,0.7935761796725407,3.14311e-06,2.2772071431099996,7,1.402225743513237,3.14311e-06,3.14311314311,8,0.2524809459729868,0.44612639751357597,True,False,7,7
chain8_c4,req24,19,24,30,3.14311314311,3.14311314311,3.14311314311,3.14311314311,3.14311314311,3.14311314311,1.0,1.0,1.479145648877985,3.14311e-06,3.14311314311,7,1.824894141950737,3.14311e-06,3.14311314311,8,0.47059891945678495,0.5806008434507287,False,False,6,7
chain8_c4,req8,20,8,12,2.1693914572392865,2.1693914572392865,2.1693914572392865,2.1693914572392865,2.1693914572392865,2.1693914572392865,1.0,1.0,1.1857968787964328,2.1693892878499985e-06,2.1693914572392865,7,0.6986054638939774,2.1693892878499985e-06,2.1693914572392865,8,0.5466034610025838,0.3220283096269796,False,False,4,7
chain8_c4,req16,20,16,30,3.4160952910918745,3.4160952910918745,3.4160952910918745,3.4160952910918745,3.4160952910918745,3.4160952910918745,1.0,1.0,2.358755346341874,3.4160918749999992e-06,3.4160952910918745,7,2.287542593699687,3.4160918749999992e-06,3.4160952910918745,8,0.6904828891901177,0.6696366461629142,False,False,5,5
chain8_c4,req24,20,24,45,3.819352319348501,3.819352319348501,3.819352319348501,3.819352319348501,3.819352319348501,3.819352319348501,1.0,1.0,3.0915701612413566,2.169393107198499,3.819352319348501,7,2.97716994352975,3.8193485e-06,3.819352319348501,8,0.8094488025050048,0.7794960230423547,False,False,6,6
chain8_c4,req8,21,8,15,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,1.0,1.0,2.6680061027167996,4.907716799999999e-06,4.907721707716799,5,2.1705350410501336,4.907716799999999e-06,4.907721707716799,6,0.5436343504403851,0.4422693808488019,False,False,3,5
chain8_c4,req16,21,16,27,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,1.0,1.0,3.5482930083357997,0.47184993704979983,4.907721707716799,7,3.0457763670917997,4.907716799999999e-06,4.907721707716799,8,0.7230020811401221,0.6206090215552941,False,False,5,6
chain8_c4,req24,21,24,35,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,4.907721707716799,1.0,1.0,4.2246952068239425,3.524577282716799,4.907721707716799,7,3.750275988966799,4.907716799999999e-06,4.907721707716799,8,0.8608261548696047,0.7641582413016498,False,False,5,6
chain8_c4,req8,22,8,16,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,1.0,1.0,2.8506286265938328,6.257010499999999e-06,6.2570167570105,6,2.691037544883714,6.257010499999999e-06,6.2570167570105,7,0.45558909897435157,0.4300831609358591,False,False,5,5
chain8_c4,req16,22,16,29,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,1.0,1.0,3.0906181127247856,6.257010499999999e-06,6.2570167570105,7,3.3016339331823747,6.257010499999999e-06,6.2570167570105,8,0.49394435603228787,0.5276690252560298,False,False,6,6
chain8_c4,req24,22,24,44,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,6.2570167570105,1.0,1.0,3.4447285867689295,0.1501015753195103,6.2570167570105,7,4.173850166174126,0.1501015753195103,6.2570167570105,8,0.5505384947082617,0.6670671229220622,False,False,6,6
chain8_c4,req8,23,8,15,3.6385166385129994,3.6385166385129994,3.6385166385129994,3.6385166385129994,3.6385166385129994,3.6385166385129994,1.0,1.0,2.069563889784428,3.6385129999999997e-06,3.6385166385129994,7,1.9610323010129997,3.6385129999999997e-06,3.6385166385129994,8,0.5687933010607927,0.5389647748909129,False,False,5,5
chain8_c4,req16,23,16,32,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,1.0,1.0,2.751029976031595,0.03635324545183315,5.6464891464835,7,3.1095547849348018,0.009092546225583286,5.6464891464835,8,0.48721070822297985,0.5507058818790715,False,False,6,6
chain8_c4,req24,23,24,45,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,5.6464891464835,1.0,1.0,3.6132053607082093,0.047838787156466625,5.6464891464835,7,4.008304468305121,0.047838787156466625,5.6464891464835,8,0.6399030029055184,0.709875528725916,False,False,6,6
chain8_c4,req8,24,8,17,5.1229436229385,5.1229436229385,5.1229436229385,5.1229436229385,5.1229436229385,5.1229436229385,1.0,1.0,2.181262112045643,5.1229385e-06,5.1229436229385,7,1.384568327803327,5.1229385e-06,5.1229436229385,8,0.425782962412239,0.2702681172605105,False,False,6,7
chain8_c4,req16,24,16,32,5.342099342094001,5.342099342094001,5.342099342094001,5.342099342094001,5.342099342094001,5.342099342094001,1.0,1.0,3.388189151736857,5.342094000000001e-06,5.342099342094001,7,3.837872207094,5.342094000000001e-06,5.342099342094001,8,0.6342430072460523,0.7184202242090143,False,False,6,6
chain8_c4,req24,24,24,48,5.509869509863999,5.509869509863999,5.509869509863999,5.509869509863999,5.509869509863999,5.509869509863999,1.0,1.0,4.447836195578285,3.537203859863999,5.509869509863999,7,4.181184728613999,5.509863999999999e-06,5.509869509863999,8,0.807248917168652,0.7588536754143936,False,False,6,6
chain8_c4,req8,25,8,16,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,1.0,1.0,2.1873186674885075,4.2689170799999975e-06,4.268921348917078,7,1.9139043676670793,4.2689170799999975e-06,4.268921348917078,8,0.5123820489321915,0.4483344178155427,False,False,4,5
chain8_c4,req16,25,16,25,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,1.0,1.0,2.8609687389170793,4.2689170799999975e-06,4.268921348917078,7,2.815921385479579,4.2689170799999975e-06,4.268921348917078,8,0.6701853946413976,0.6596329975003896,False,False,4,4
chain8_c4,req24,25,24,37,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,4.268921348917078,1.0,1.0,3.089900498917079,4.2689170799999975e-06,4.268921348917078,7,3.0413788589170787,4.2689170799999975e-06,4.268921348917078,8,0.7238129368911684,0.7124466839119917,False,False,4,4
chain8_c4,req8,26,8,12,3.788980788977,3.788980788977,3.788980788977,3.788980788977,3.788980788977,3.788980788977,1.0,1.0,2.7337854723103328,3.788977e-06,3.788980788977,6,1.6675106014769998,3.788977e-06,3.788980788977,7,0.7215094571773844,0.44009476277318804,False,False,5,6
chain8_c4,req16,26,16,24,3.96315396315,3.96315396315,3.96315396315,3.96315396315,3.96315396315,3.96315396315,1.0,1.0,2.9094096917214283,3.9631499999999995e-06,3.96315396315,7,2.3525029240874997,3.9631499999999995e-06,3.96315396315,8,0.7341147275058088,0.5935936241592996,False,False,6,6
