sampler,calibration,n_solver_runs,n_instances,mean_raw_feasible_read_rate,fraction_runs_with_any_feasible,mean_raw_request_conflicts,mean_raw_edge_violations,mean_raw_memory_violations,mean_raw_violation_count,mean_raw_overload_units,mean_raw_gap_on_feasible_runs_pct,mean_repaired_gap_pct,mean_B,mean_D,mean_B_ratio,mean_D_ratio,mean_sample_time_s
sa,conventional,5390,1078,0.23970315398886827,0.23970315398886827,0.9653061224489796,0.6565862708719852,1.333395176252319,2.955287569573284,4.2640074211502785,95.51140284817285,86.30332308729405,4.36089479124386,4.36089479124386,0.9568792064583395,0.9698874005329978,0.13383228276584752
sa,resource_aware,5390,1078,0.2437847866419295,0.2437847866419295,0.9599257884972171,0.6582560296846011,1.3315398886827459,2.949721706864564,4.26530612244898,93.18558161397127,85.80016448371435,4.210211340774944,4.269063614714923,0.9568792064583395,0.9698874005329978,0.1336781828518454
sa,resource_aware_per,5390,1078,0.35974025974025975,0.35974025974025975,0.6690166975881262,0.4116883116883117,0.8547309833024119,1.9354359925788498,2.7315398886827458,78.29206433668321,75.46791273066482,2.2533017468854144,2.4145335429269745,0.9568792064583395,0.9698874005329978,0.15943118196054437
sqa,conventional,5390,1078,0.38738404452690167,0.38738404452690167,0.9684601113172542,0.03098330241187384,0.03821892393320965,1.0376623376623377,0.07866419294990723,31.478121596460873,29.685311942615627,4.36089479124386,4.36089479124386,0.9568792064583395,0.9698874005329978,6.591886970490681
sqa,resource_aware,5390,1078,0.39443413729128013,0.39443413729128013,0.9602968460111317,0.0313543599257885,0.03840445269016698,1.0300556586270873,0.07922077922077922,30.064490707907765,28.887304281289754,4.210211340774944,4.269063614714923,0.9568792064583395,0.9698874005329978,6.612736750769303
sqa,resource_aware_per,5390,1078,0.46307977736549166,0.46307977736549166,0.7742115027829314,0.036734693877551024,0.04007421150278293,0.8510204081632653,0.09647495361781076,23.747408072520045,22.935279134390935,2.2533017468854144,2.4145335429269745,0.9568792064583395,0.9698874005329978,6.693098162658181
