sampler,reads,sweeps,n_instances,n_seed_blocks,samples_match_reads,mean_distinct_fraction,raw_feasible_rate_mean_diff,raw_feasible_rate_ci_low,raw_feasible_rate_ci_high,repaired_gap_pct_mean_diff,repaired_gap_pct_ci_low,repaired_gap_pct_ci_high,per_resource_worse_gap_fraction
sa,10,default,1078,90,True,0.9297773654916511,0.10538033395176254,0.09373825910460411,0.1171617729162372,-13.159394114494805,-14.139143352245448,-12.167447149301294,0.22634508348794063
sa,10,10000,1078,90,True,0.9372448979591836,0.13167903525046382,0.12015755329008342,0.14336134244784263,-15.828375019763241,-17.141936066414704,-14.557161930877339,0.23933209647495363
sa,100,default,1078,90,True,0.7954035250463822,0.10499536178107606,0.09493483129987378,0.11498156372397444,-13.058352093173474,-14.164390404055268,-11.975297834101111,0.22634508348794063
